"","virus","Pathogen","A","C","D","E","F","G","H","I","K","L","M","N","P","Q","R","S","T","V","W","Y","X","U"
"75","UP000007767","Lordsdale virus",8.06065442936951,1.27693535514765,5.50678371907422,5.54668794892259,3.99042298483639,7.42218675179569,1.91540303272147,4.54908220271349,5.58659217877095,9.13806863527534,2.39425379090184,4.54908220271349,6.78371907422187,3.71109337589784,5.54668794892259,7.22266560255387,6.58419792498005,6.14525139664804,1.47645650438947,2.59377494014366,NA,NA
"76","UP000007644","Louping ill virus",8.11364967779731,1.93321616871705,4.42296426479203,6.56121851200937,2.8705330990041,9.46104276508494,2.46045694200351,3.54422964264792,4.36438195664909,9.46104276508494,3.28060925600469,2.66549502050381,3.86643233743409,2.69478617457528,7.43995313415349,5.68248388986526,6.64909197422378,9.43175161101347,3.01698886936145,2.0796719390744,NA,NA
"77","UP000002474","Lymphocytic choriomeningitis virus",4.02264600715137,2.74135876042908,5.78069129916567,6.52562574493445,5.33373063170441,5.33373063170441,2.26460071513707,5.48271752085816,7.03218116805721,11.9189511323004,2.83075089392133,5.0357568533969,3.36710369487485,3.36710369487485,5.42312276519666,8.79022646007151,4.88676996424315,5.95947556615018,1.10250297973778,2.80095351609058,NA,NA
"78","UP000233900","Machupo virus",3.95480225988701,2.61671126969967,5.70918822479929,6.18495391019923,4.87659827534939,5.5902468034493,2.23015165031222,5.41183467142432,7.34463276836158,12.1914956883735,2.64644662503717,5.41183467142432,3.53850728516206,3.65744870651204,4.51977401129944,8.86113589057389,4.75765685399941,6.66071959559917,1.12994350282486,2.70591733571216,NA,NA
"79","UP000007774","Mayaro virus",9.05137265561294,2.69094862734439,4.89263386789889,5.49062245175319,3.15303071486817,5.38189725468877,3.04430551780375,4.56645827670563,5.38189725468877,7.85539548790432,2.39195433541723,3.39766240826311,6.00706713780919,3.61511280239195,6.0614297363414,6.27888013047024,7.85539548790432,8.12720848056537,1.06007067137809,3.66947540092416,0.0271812992661049,NA
"80","UP000008699","Measles virus",6.20915032679739,1.78777393310265,5.5363321799308,5.70934256055363,3.11418685121107,7.01653210303729,2.34525182622068,7.13187235678585,4.99807766243752,10.5536332179931,2.49903883121876,4.19069588619762,4.74817377931565,3.47943098808151,6.07458669742407,8.61207227989235,5.49788542868128,6.18992695117263,1.0957324106113,3.21030372933487,NA,NA
"81","UP000008663","Mengo encephalomyocarditis virus",7.59702725020644,1.52766308835673,5.28488852188274,5.28488852188274,5.45004128819158,5.82163501238646,1.81668042939719,3.83980181668043,5.11973575557391,8.38150289017341,2.22956234516928,4.1701073492981,6.44095788604459,4.50041288191577,4.95458298926507,7.55573905862923,7.76218001651528,7.72089182493807,1.32122213047069,3.2204789430223,NA,NA
"82","UP000154903","Merkel cell polyomavirus",4.91901619676065,2.87942411517696,4.37912417516497,6.77864427114577,4.31913617276545,6.11877624475105,2.0995800839832,5.21895620875825,7.25854829034193,10.1979604079184,2.03959208158368,4.85902819436113,6.41871625674865,4.55908818236353,3.71925614877025,9.65806838632274,5.69886022795441,4.49910017996401,1.499700059988,2.87942411517696,NA,NA
"83","UP000147828","SARS coronavirus PUMC03",7.22327499721324,3.07658009140564,5.54007357039349,4.57028201984171,4.87125181139226,6.2200423587114,2.03990636495374,5.00501616319251,5.68498495151042,9.25203433285029,2.35202318582098,5.40630921859325,4.07981272990748,3.65622561587337,3.83457808494036,6.71051164864564,7.13409876267975,7.79177349236428,1.11470293166871,4.43651766804147,NA,NA
"84","UP000171868","MERS",7.26448011165387,3.00069783670621,5.30355896720167,3.87997208653175,5.0453593859037,5.82693649685973,2.06559665038381,4.80111653872994,5.25471039776692,9.46266573621772,2.2470341939986,4.99651081646895,4.21493370551291,3.48918353105373,3.6427076064201,7.70411723656664,6.93649685973482,9.01605024424285,1.13747383112352,4.71039776692254,NA,NA
"85","UP000006826","Mokola virus",4.63374028856826,1.77580466148724,5.82685904550499,5.91009988901221,4.55049944506104,5.6881243063263,2.35849056603774,6.57602663706992,5.49389567147614,10.5438401775805,2.58046614872364,4.24528301886792,4.99445061043285,2.9134295227525,5.88235294117647,9.51720310765816,5.27192008879023,6.21531631520533,1.66481687014428,3.35738068812431,NA,NA
"86","UP000000869","Molluscum contagiosum virus subtype 1",10.8179564858166,2.69898099697053,4.78472413476545,5.95611860828055,4.16965023409529,5.58707426787845,2.74488203433398,3.0716974203617,2.99825576058019,11.0786743780409,2.18672541999449,2.98723951161296,5.47323969521711,3.02763242449279,8.81483521527587,6.94207289084733,4.96649224272469,7.72973469200404,0.736252639309648,3.22592490590287,NA,0.00183604149453778
"87","UP000101269","Monkeypox virus",3.75691401479779,2.056245959342,6.8421808778105,5.41448171826737,4.58479994253286,4.07118741469722,2.06881689533798,9.48387328496516,7.24445082968178,8.70267940521514,2.77099346311328,6.75598017383809,3.37080669492134,2.25378923927879,4.30285180662309,7.78320522950937,6.23698010200417,6.19926729401623,0.714747503771281,5.38574815027656,NA,NA
"88","UP000002331","Mumps virus",6.63050030138638,1.92887281494876,4.5609805103476,4.84227446252763,3.35543500100462,5.64597146875628,1.86859553948162,7.83604581072936,4.25959413301185,10.5887080570625,2.31062889290737,5.20393811533052,5.36467751657625,5.08338356439622,5.08338356439622,8.61965039180229,6.4094836246735,5.76652601969058,1.12517580872011,3.51617440225035,NA,NA
"89","UP000008863","Murray valley encephalitis virus",8.41584158415842,1.6598718695399,4.68841001747233,6.05707629586488,3.26150262085032,8.53232382061736,1.95107746068725,5.44554455445545,5.7367501456028,8.96913220733838,2.99941758881771,3.61094933022714,4.19336051252184,2.50436808386721,5.99883517763541,5.70762958648806,7.16365754222481,7.83343040186372,2.67909143855562,2.59172976121142,NA,NA
"90","UP000170143","Nipah virus",5.024613817688,1.73145476150059,6.28076727211,6.56934306569343,3.19130877609913,6.0431166185707,1.76540485486335,8.04617212697335,6.31471736547276,8.97979969444916,2.32558139534884,5.8054659650314,4.65116279069767,3.768460363266,5.00763877100662,8.86097436767951,5.48294007808521,5.83941605839416,0.984552707519946,3.32710914955016,NA,NA
"91","UP000000826","Norwalk virus",7.74397471355196,1.30383247728171,5.33386013433426,5.45239035954168,3.63492690636112,8.37613591465824,2.25207427894113,4.93875938364283,4.8202291584354,8.17858553931253,2.72619517977084,4.18806795732912,6.51916238640853,4.62267878308969,5.25483998419597,7.42789411299881,6.28210193599368,6.87475306203082,1.58040300276571,2.48913472935599,NA,NA
"92","UP000008868","Onyong-nyong virus",8.29566604626429,3.03110874767349,4.91890454666312,5.66338739696889,2.92475405477267,5.63679872374369,2.73863334219622,5.10502525923956,5.90268545599575,7.84365860143579,2.33980324381813,3.72241425152885,5.90268545599575,3.82876894442967,5.61021005051848,6.64716830630152,7.52459452273332,7.60436054240893,1.06354692900824,3.69582557830364,NA,NA
"93","UP000000870","Orf virus",10.3791987819964,2.39080787896089,5.91635740793606,5.88543153487487,4.5270720334951,5.48577409839185,2.17670568084499,3.77771434008945,3.58978018840993,9.58464173565515,2.82852792844229,3.4541821296032,4.98858121610048,2.12912741459701,8.200114187839,6.97973165857836,5.37396517270911,8.75677990294034,0.692263773908079,2.88324293462746,NA,NA
"94","UP000117676","Oropouche virus",4.55683525287932,2.75413119679519,5.7085628442664,6.38457686529795,5.20781171757636,4.40660991487231,2.55383074611918,8.86329494241362,8.06209313970956,8.86329494241362,2.8542814221332,5.78367551326991,3.10465698547822,3.27991987981973,4.43164747120681,7.76164246369554,5.7586379569354,4.58187280921382,1.17676514772158,3.90585878818227,NA,NA
"95","UP000139415","Pichinde mammarenavirus",3.93091125670042,2.62060750446694,5.47945205479452,6.73019654556283,4.3776057176891,5.27099463966647,2.23347230494342,6.28350208457415,7.14711137581894,11.8522930315664,2.73972602739726,5.3603335318642,3.57355568790947,3.45443716497915,5.09231685527099,7.89160214413341,5.06253722453842,6.55151876116736,1.28052412150089,3.03752233472305,0.0297796307325789,NA
"96","UP000000356","Poliovirus type 1",7.21196130167106,1.9349164467898,5.18909410729991,4.92524186455585,3.82585751978892,6.46437994722955,2.37467018469657,6.20052770448549,5.54089709762533,8.09146877748461,2.99032541776605,5.23306948109059,5.32102022867194,3.60598065083553,4.35356200527704,6.948109058927,7.78364116094987,6.28847845206684,1.27528583992964,4.4415127528584,NA,NA
"97","UP000214480","Punta toro phlebovirus",4.96016448213827,2.7242354150604,5.6283731688512,6.37368285787715,4.70316114109483,5.57697250064251,2.41583140580828,7.19609354921614,7.04189154459008,8.81521459778977,3.28964276535595,4.47185813415574,3.57234644050373,3.34104343356464,4.96016448213827,9.56052428681573,5.31996915959907,5.91107684399897,1.25931637111282,2.87843741968646,NA,NA
"98","UP000110237","Puumala virus",5.77475829631565,2.71753331591325,5.59184740005226,5.93153906454142,4.59890253462242,5.74862816827802,2.09041024301019,6.24510060099295,6.76770316174549,10.2952704468252,2.53462241964986,3.89338907760648,3.94564933368173,4.62503266266005,4.59890253462242,6.89835380193363,6.32349098510583,6.48027175333159,1.51554742618239,3.42304677292919,NA,NA
"99","UP000008649","Rabies virus",4.59197786998617,1.79806362378976,5.61549100968188,5.83679114799447,4.50899031811895,6.03042876901798,2.35131396957123,6.05809128630705,5.17289073305671,10.926694329184,2.3789764868603,4.26002766251729,4.89626556016598,2.95988934993084,6.22406639004149,9.57123098201937,5.20055325034578,6.36237897648686,1.6597510373444,3.59612724757953,NA,NA
"100","UP000002477","Rift valley fever virus",6.58713692946058,2.95643153526971,5.05705394190871,6.30186721991701,4.74585062240664,6.27593360995851,2.46369294605809,5.99066390041494,5.99066390041494,9.38796680497925,3.18983402489627,3.68257261410788,4.43464730290456,3.16390041493776,5.44605809128631,8.7655601659751,4.79771784232365,6.76867219917012,1.19294605809129,2.80082987551867,NA,NA
"101","UP000029743","Rosavirus A2",8.38735818476499,2.26904376012966,5.47001620745543,4.37601296596434,4.61912479740681,6.72609400324149,2.14748784440843,3.76823338735819,4.17341977309562,8.10372771474878,1.78282009724473,3.93030794165316,7.13128038897893,3.52512155591572,4.61912479740681,8.3063209076175,6.84764991896272,8.46839546191248,1.82333873581848,3.48460291734198,0.0405186385737439,NA
"102","UP000006579","Ross river virus",8.78414568826995,2.91912158543117,5.19550080342796,5.73111944295662,3.2672737011248,5.43652919121585,2.78521692554901,4.23138725227638,5.99892876272094,7.76647027316551,2.35672201392608,3.3476164970541,6.15961435457954,3.50830208891269,5.75790037493305,5.99892876272094,7.28441349758972,8.22174611676486,1.07123727905731,3.48152115693626,0.696304231387252,NA
"103","UP000001119","Rotavirus A",5.30778361878922,1.11921315923351,6.05392572494489,5.47736137018823,4.42597931151433,3.39155502798033,1.61098863829066,8.08885874173308,6.44395455316262,9.53026962862472,3.00152619976259,7.07139223333899,3.37459725284043,4.29031711039512,4.76513481431236,7.66491436323554,6.39308122774292,5.95217907410548,1.10225538409361,4.93471256571138,NA,NA
"104","UP000114294","Rotavirus B",5.77731092436975,1.36554621848739,6.54761904761905,5.40966386554622,4.48179271708683,3.95658263305322,2.2233893557423,7.66806722689076,6.28501400560224,8.84103641456583,2.81862745098039,6.05742296918767,3.58893557422969,4.13165266106443,5.18207282913165,8.29831932773109,6.46008403361345,5.82983193277311,0.962885154061625,4.1141456582633,NA,NA
"105","UP000007664","Rotavirus C",5.31383737517832,1.40870185449358,5.6169757489301,5.59914407988588,4.29743223965763,3.85164051355207,1.8188302425107,8.82667617689016,6.75820256776034,8.05991440798859,3.15620542082739,7.61412268188302,2.88873038516405,3.4058487874465,4.49358059914408,8.00641940085592,6.75820256776034,5.75962910128388,1.08773181169757,5.27817403708987,NA,NA
"106","UP000000571","Rubella virus",13.8722868826675,3.39729474677572,5.06448568732306,5.03302925448254,2.13903743315508,8.17867253853413,3.58603334381881,2.32777603019818,1.41553947782321,8.27304183705568,1.47845234350425,1.73010380622837,9.46838628499528,2.95690468700849,9.18527838943064,4.08933626926706,6.07109153821957,6.7316766278704,2.48505819440076,2.51651462724127,NA,NA
"107","UP000007138","Sagiyama virus",8.87096774193548,2.8494623655914,5.02688172043011,5.6989247311828,3.09139784946237,5.77956989247312,2.71505376344086,4.59677419354839,5.67204301075269,7.68817204301075,2.36559139784946,3.68279569892473,6.34408602150538,3.60215053763441,6.04838709677419,5.88709677419355,7.44623655913978,7.93010752688172,1.0752688172043,3.60215053763441,0.0268817204301075,NA
"108","UP000029742","Salivirus A",9.4776748104465,1.34793597304128,5.30749789385004,2.5273799494524,4.33866891322662,6.9502948609941,2.19039595619208,4.8441449031171,2.40101095197978,9.64616680707666,1.09519797809604,4.54928390901432,8.80370682392586,3.11710193765796,4.46503791069924,10.2780117944398,7.20303285593934,6.48694187026116,1.55855096882898,3.41196293176074,NA,NA
"109","UP000207632","Sandfly fever Turkey virus",5.88235294117647,2.6369168356998,5.80628803245436,6.84584178498986,4.61460446247465,5.95841784989858,2.56085192697769,6.56693711967546,6.23732251521298,8.46855983772819,3.22008113590264,3.82860040567951,3.44827586206897,3.1947261663286,5.95841784989858,8.82352941176471,5.32454361054767,6.69371196754564,1.14097363083164,2.78904665314402,NA,NA
"110","UP000000667","Sapovirus aka Sapporo virus",9.17553191489362,1.49601063829787,4.08909574468085,4.78723404255319,4.08909574468085,7.8125,2.55984042553191,4.45478723404255,3.02526595744681,8.07845744680851,2.06117021276596,5.58510638297872,6.48271276595745,3.9561170212766,5.45212765957447,6.25,8.41090425531915,7.87898936170213,1.76196808510638,2.55984042553191,0.0332446808510638,NA
"111","UP000464024","SARS coronavirus 2",6.86335618810167,3.10270794376342,5.04882609599003,4.80642703788351,4.98649490961978,5.87298289355219,1.87686127848189,5.12500865710922,5.8937599556756,9.79292194750329,2.25084839670337,5.36048202784126,3.97534455294688,3.698317057968,3.40743818824018,6.71099106586329,7.48666805180414,8.1376826650045,1.10810997991551,4.49477110603227,NA,NA
"112","UP000000570","Semliki forest virus",9.22659430122117,2.98507462686567,5.34599728629579,5.07462686567164,3.20217096336499,5.72591587516961,2.90366350067843,4.2876526458616,6.13297150610583,7.92401628222524,2.19810040705563,3.47354138398915,6.10583446404342,3.22930800542741,5.48168249660787,6.21438263229308,7.27272727272727,8.52103120759837,1.08548168249661,3.60922659430122,NA,NA
"113","UP000207620","Seoul virus",6.2483167250202,2.53164556962025,5.30568273633181,6.19445192566658,4.90169674117964,5.68273633180716,2.61244276865069,7.11015351467816,6.57150552114193,9.56100188526798,2.72017236735793,4.17452194990574,3.87826555346081,3.90519795313762,4.41691354699704,7.54107190950714,5.49420953406949,6.08672232695933,1.4543495825478,3.6089415566927,NA,NA
"114","UP000001063","Simian foamy virus",5.59127760693318,1.59351411797596,4.38915292144255,6.1504053676265,2.43220575901594,6.12244897959184,2.6279004752586,5.92675426334918,5.98266703941851,9.19765166340509,1.76125244618395,4.9203242941012,7.49231199329047,5.78697232317585,5.0880626223092,6.84931506849315,5.95471065138384,6.09449259155717,1.87307799832262,4.16550181716522,NA,NA
"115","UP000007232","Simian virus 5",6.56039239730227,1.96198651134273,4.65971796443899,4.92540363784999,3.63784998978132,5.70202329858982,1.73717555691805,7.76619660739832,4.55753116697323,11.179235642755,2.45248313917842,5.43633762517883,5.10933987328837,4.31228285305539,4.68015532393215,7.92969548334355,7.45963621500102,5.51808706315144,1.16492949110975,3.2495401594114,NA,NA
"116","UP000006710","Sindbis virus",8.53898231054816,2.86088665647521,4.73902598820703,5.48154618912426,3.38501856300502,5.74361214238917,2.79537016815899,4.76086481764577,6.4861323433064,7.59991264468225,2.29307709106792,3.51605153963748,6.83555361432627,3.47237388075999,5.56890150687923,6.7481982965713,7.42520200917231,7.3160078619786,1.04826381305962,3.36317973356628,0.0218388294387421,NA
"117","UP000007226","Southampton virus",7.77996070726916,1.41453831041257,5.14734774066798,5.46168958742633,3.85068762278978,8.29076620825147,1.8860510805501,4.87229862475442,4.75442043222004,8.17288801571709,2.86836935166994,4.08644400785855,6.71905697445973,4.47937131630648,5.54027504911591,7.38703339882122,6.20825147347741,6.95481335952849,1.57170923379175,2.55402750491159,NA,NA
"118","UP000171556","St. louis encephalitis virus",7.78425655976676,1.9533527696793,4.54810495626822,5.83090379008746,3.2069970845481,9.00874635568513,1.92419825072886,5.42274052478134,5.8600583090379,9.12536443148688,3.58600583090379,3.87755102040816,4.3731778425656,2.59475218658892,5.88921282798834,5.10204081632653,7.43440233236152,7.37609329446064,2.59475218658892,2.50728862973761,NA,NA
"119","UP000006848","Tick-borne powassan virus",7.75988286969253,1.81551976573938,4.89019033674963,6.29575402635432,2.72327964860908,9.60468521229868,2.40117130307467,3.89458272327965,4.80234260614934,9.80966325036603,3.45534407027818,2.57686676427526,4.099560761347,2.57686676427526,7.14494875549048,5.79795021961933,6.12005856515373,9.04831625183016,2.95754026354319,2.22547584187408,NA,NA
"120","UP000001448","Torque teno virus",7.57800891530461,1.2630014858841,4.9777117384844,3.49182763744428,2.89747399702823,7.28083209509658,2.08023774145617,3.7890044576523,5.57206537890045,7.35512630014859,1.85735512630015,4.68053491827637,8.84101040118871,5.27488855869242,8.91530460624071,7.20653789004458,7.05794947994056,3.41753343239227,2.60029717682021,3.86329866270431,NA,NA
"121","UP000142444","Toscana virus",5.82063452410692,2.47314514114414,5.14614039470397,7.21958531101674,4.37172120909318,5.57082188358731,2.3732200849363,6.52010991756183,7.26954783912066,8.8433674743942,3.17262053459905,3.57232075943043,4.12190856857357,2.72295778166375,5.29602797901574,9.34299275543342,5.54584061953535,6.17037222083437,1.29902573070197,3.14763927054709,NA,NA
"122","UP000008595","Uukuniemi virus",5.25013743815283,2.66630016492578,5.68993952721275,6.21220450797141,5.22264980758659,5.1126992853216,2.99615173172073,5.90984057174272,6.29466739967015,10.2803738317757,2.77625068719076,3.79329301814184,3.79329301814184,3.32600329851567,6.10225398570643,8.8785046728972,5.82737768004398,5.66245189664651,1.73172072567345,2.47388675096207,NA,NA
"123","UP000000344","Vaccinia virus",3.8682982656924,2.0512369046571,6.67136191566159,5.44061977286733,4.66942512545118,4.00387358042081,2.07060480676116,9.5114006514658,7.38621357513866,8.77894180825777,2.83827801743111,6.88440883880623,3.39642574170261,2.23435161545911,4.31023857733955,7.73131437626552,6.08504269742055,6.1537107139713,0.730698124834933,5.18355489039528,NA,NA
"124","UP000002602","Varicella-zoster virus",7.44228941926108,2.15471466100274,5.26242244704041,5.09753507350064,4.16131015594433,5.99742887485328,2.6381979766363,5.71236934771673,3.57162819294617,9.74512324632497,2.11838354479906,4.1892571684087,5.84651500754569,3.52411827175675,6.39986585434017,7.32770666815717,7.43111061427533,6.87217036498798,1.0647811748924,3.44307193561008,NA,NA
"125","UP000002060","Variola virus",3.75328181045002,2.10035868801538,6.55437636356913,5.32485301186999,4.67218873645675,3.96590614946567,2.07077617128277,9.40354250637873,7.42706060718116,8.8285323373886,2.76966312909071,7.03879007506564,3.34097548348926,2.28894723218578,4.25988240949599,7.81348223200089,6.21602632843989,6.16240801686203,0.682246792145842,5.32670191916577,NA,NA
"126","UP000171441","Venezuelan equine encephalitis virus",8.45784418356457,2.77481323372465,4.74919957310566,6.24332977588047,3.25506937033084,5.73639274279616,2.90821771611526,4.96264674493063,6.53681963713981,7.81750266808965,2.05442902881537,3.78868729989328,6.32337246531483,3.2017075773746,5.36286019210245,6.69690501600854,6.93703308431163,7.57737459978655,0.96051227321238,3.62860192102455,0.0266808964781217,NA
"127","UP000002327","Vesicular stomatitis Indiana virus",4.94032750485706,1.6097696364141,5.93949486538995,5.55092978073827,4.41298917568693,6.27255065223425,2.77546489036914,6.68887038578962,6.63336108798224,9.54759922286983,2.94199278379128,4.05217873993894,4.99583680266445,3.49708576186511,4.99583680266445,8.52067721343325,5.74521232306411,5.1346100471829,1.99833472106578,3.74687760199834,NA,NA
"128","UP000136458","West Nile virus",8.01048645499563,1.80600058258083,4.54413049810661,6.14622778910574,3.0585493737256,8.50568016312263,1.86425866588989,5.1267113311972,5.44713078939703,9.0591319545587,3.3498397902709,3.69938829012526,4.07806583163414,2.65074279056219,6.23361491406933,5.79667928925138,7.28226041363239,8.06874453830469,2.70900087387125,2.5633556655986,NA,NA
"129","UP000128494","Western equine encephalitis virus",8.12854442344045,2.80853362138806,5.37402106400216,5.15798001620308,3.32163110991088,5.69808263570078,3.1055900621118,5.77909802862544,5.96813394544964,7.80448285174183,1.70132325141777,3.72670807453416,6.48123143397245,3.1055900621118,5.77909802862544,6.589251957872,7.04833918444504,7.8584931136916,1.05320010802052,3.48366189576019,0.0270051309748852,NA
"130","UP000118542","WU polyomavirus",6.64206642066421,2.3370233702337,4.3050430504305,6.70356703567036,3.4440344403444,7.25707257072571,1.8450184501845,4.24354243542435,6.70356703567036,10.3936039360394,2.02952029520295,5.04305043050431,5.59655596555966,3.62853628536285,4.7970479704797,6.15006150061501,6.64206642066421,7.01107011070111,1.53751537515375,3.690036900369,NA,NA
"131","UP000008596","Yaba monkey tumor virus",2.74302440866815,2.23077286247108,5.80000944242481,5.27831547141306,5.91331854020112,3.668382040508,1.67839101081158,9.75874604598461,9.3645248099712,9.08125206553043,2.44558802700534,8.21018837637505,2.88230017468486,1.94513951182664,3.12072140125584,8.20546716396771,5.24526698456164,6.75369434870875,0.64680609980643,5.02809121382371,NA,NA
"132","UP000136581","Yaba-like disease virus",2.81284123170998,2.15986023149159,5.33740991482856,5.36361651015506,5.84407075780738,3.54225813496397,1.58113125136493,10.2904564315353,9.77724393972483,9.29242192618476,2.32583533522603,8.81196767853243,2.8193928805416,2.01790784013977,2.66870495741428,7.93841450098275,5.25879012884909,6.2830312295261,0.659532649050011,5.21511246997161,NA,NA
"133","UP000000360","Yellow fever virus",7.15332746995016,1.87628261506889,4.63207270595133,6.15655233069481,3.40076223981237,8.8243916739959,2.40398710055702,5.15977719143946,5.65816476106714,9.14687774846086,3.78188214599824,3.63529756669598,3.9871005570214,2.72647317502199,6.15655233069481,6.30313690999707,5.80474934036939,8.38463793608912,2.49193784813838,2.31603635297567,NA,NA
"134","UP000054557","Zika virus",8.27727405674174,1.87189236618894,4.50424100614215,6.4931266452179,2.6615969581749,9.00848201228429,2.16437554840597,5.11845568879789,5.49868382568002,9.1547236033928,3.80228136882129,3.04182509505703,4.15326118748172,2.22287218484937,6.4346300087745,5.82041532611875,6.61011991810471,7.92629423808131,2.69084527639661,2.5446036852881,NA,NA
