"","X","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","virus","p.adjust.manual","log10.p.adjust","p.adjust.manual.perm2","not_found_in_perm2","Motiff_bound","Pathogen","Taxon.mnemonic","Organism","Family_Viral_Zone"
"60","hsa0522410","hsa05224","Breast cancer","32/1068","147/8661",0.000841075598707959,0.0308394386192918,0.0273472533848904,"8325/4791/83439/51176/5925/6199/1871/4854/7471/1956/581/5295/6655/5241/7157/6654/5296/10297/2247/7475/4855/7482/8322/673/4041/25759/1499/2932/3714/5728/3280/1856",32,"UP000153037",0.0308394386192918,1.51089353615814,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"61","hsa030837","hsa03083","Polycomb repressive complex","21/1068","84/8661",0.0010312567706343,0.0309578490102597,0.0274522552626864,"3607/121536/26053/221937/80816/55777/64319/55252/171023/114785/6015/23466/8726/7528/63035/1387/2033/8535/7703/3054/54880",21,"UP000153037",0.0309578490102597,1.50922922226006,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"62","hsa0431010","hsa04310","Wnt signaling pathway","36/1068","174/8661",0.00110680039321439,0.0309578490102597,0.0274522552626864,"8325/4776/80319/83439/440193/51176/5532/23500/1501/84445/7091/7090/51701/7088/4775/23002/7471/4089/6907/102723796/7157/57680/10297/4772/7475/7482/8322/84133/1387/2033/4041/1499/2932/6259/5530/1856",36,"UP000153037",0.0309578490102597,1.50922922226006,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"63","hsa0520210","hsa05202","Transcriptional misregulation in cancer","39/1068","193/8661",0.00112573996400944,0.0309578490102597,0.0274522552626864,"4094/55589/3206/1025/2521/2130/64919/3195/8148/84444/1051/4298/7490/6257/9611/1050/5087/5090/904/860/4613/4790/4297/581/5970/1655/7403/7157/4066/8013/54738/5546/4318/8938/2322/929/1436/4300/4914",39,"UP000153037",0.0309578490102597,1.50922922226006,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"64","hsa049348","hsa04934","Cushing syndrome","32/1068","155/8661",0.00211280680290459,0.0494716489581894,0.0438695962053482,"8325/83439/107/8911/51176/2778/5925/5087/3739/9070/1871/7471/8912/4297/1956/8085/3777/8913/10297/79798/9049/7475/50940/1589/7482/8322/673/1586/1499/2932/109/1856",32,"UP000153037",0.0494716489581894,1.3056436137614,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"65","hsa0522610","hsa05226","Gastric cancer","31/1068","149/8661",0.00216715659798438,0.0494716489581894,0.0438695962053482,"8325/83439/51176/5925/6257/1045/6199/1871/7471/4089/1956/581/5295/6655/7157/6654/5296/10297/4583/2247/7475/7482/8322/673/4041/25759/1499/2932/7040/6469/1856",31,"UP000153037",0.0494716489581894,1.3056436137614,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"66","hsa0451210","hsa04512","ECM-receptor interaction","21/1068","89/8661",0.00224871131628134,0.0494716489581894,0.0438695962053482,"1277/1297/1284/1280/2814/1299/1834/56955/1282/1287/1605/255743/1288/3911/1285/7148/3691/1298/63923/1292/1278",21,"UP000153037",0.0494716489581894,1.3056436137614,NA,"Not Found",TRUE,"Epstein-Barr virus","EBVB9","Epstein-Barr virus (strain B95-8) (HHV-4) (Human herpesvirus 4)","Herpesviridae"
"67","hsa0492710","hsa04927","Cortisol synthesis and secretion","25/1407","65/8661",1.30182498280506e-05,0.003458427197959,0.00286658163587525,"23236/3777/3164/3739/5087/2778/6667/8912/107/114/3708/3710/776/778/1388/5331/3709/1583/5330/90993/111/115/113/84876/185",25,"UP000000938",0.003458427197959,2.46112136205772,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"68","hsa0431019","hsa04310","Wnt signaling pathway","50/1407","174/8661",2.07091448979581e-05,0.003458427197959,0.00286658163587525,"23236/80319/8325/83439/84445/57680/51701/4089/7091/79718/6932/4776/8313/5532/90665/6885/4773/4007/440193/2535/11211/51176/23002/23500/7090/6907/595/324/10297/144165/29964/59352/5331/4609/1501/2932/1855/84133/8061/5330/23401/4041/54361/4775/23411/5881/5879/4920/4088/7477",50,"UP000000938",0.003458427197959,2.46112136205772,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"69","hsa0493418","hsa04934","Cushing syndrome","45/1407","155/8661",4.01422891152932e-05,0.00438669486110719,0.00363599353441913,"23236/8325/3777/83439/673/8085/4297/3164/3739/5087/2778/6667/8912/6932/1871/107/114/8313/3708/2535/11211/51176/3710/5925/776/595/778/324/10297/1388/5331/3709/1583/2932/1855/5330/79798/90993/111/54361/115/113/84876/7477/185",45,"UP000000938",0.00438669486110719,2.357862574108,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"70","hsa0308221","hsa03082","ATP-dependent chromatin remodeling","36/1407","117/8661",6.21589285092657e-05,0.00438669486110719,0.00363599353441913,"57492/2186/8932/54556/29998/8289/1107/80314/54617/6599/7528/10445/4798/54815/6601/8295/51773/9031/57634/6597/115482686/10847/8467/6594/10902/1108/29994/55193/6605/9219/6595/53615/57504/11177/83444/54891",36,"UP000000938",0.00438669486110719,2.357862574108,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"71","hsa0402019","hsa04020","Calcium signaling pathway","65/1407","253/8661",6.56690847471136e-05,0.00438669486110719,0.00363599353441913,"3270/23236/845/2255/2250/10800/5731/3706/2778/2911/3274/8912/6786/56413/90550/4776/146/107/114/3708/5532/844/4773/6865/1133/9127/3710/5336/776/6263/6261/89869/778/2906/773/1812/7852/113026/5331/2065/148/3709/219931/7423/5330/624/5159/56848/887/774/80271/7422/27006/4775/2668/115/113/84876/5724/185/489/2925/4843/2149/6915",65,"UP000000938",0.00438669486110719,2.357862574108,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"72","hsa0516616","hsa05166","Human T-cell leukemia virus 1 infection","58/1407","222/8661",9.76659203602514e-05,0.00543673623338733,0.00450633983416599,"1958/200186/1959/119504/4089/3932/9020/3107/4488/545/2005/4776/4790/1871/107/6416/114/5532/4773/821/7046/25906/2648/4487/8295/5296/5925/595/1388/4609/472/3718/3845/2002/8850/3117/3118/8061/51433/811/7015/4087/7040/90993/4791/3105/23373/111/4775/7514/64784/115/3134/113/4088/6722/8829/83660",58,"UP000000938",0.00543673623338733,2.26466173655193,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"73","hsa0402217","hsa04022","cGMP-PKG signaling pathway","46/1407","166/8661",0.000115088128275087,0.00549134783483985,0.00455160567463877,"23236/3778/2626/2977/8471/1259/3667/10335/4776/146/107/114/3708/5532/4205/4773/3710/152/4207/100271849/8660/776/151/23533/1258/778/23439/1388/5331/148/3709/4985/5330/5138/624/90993/7408/4878/111/4775/115/113/185/6722/489/478",46,"UP000000938",0.00549134783483985,2.26032104618916,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"74","hsa0436019","hsa04360","Axon guidance","49/1407","182/8661",0.000152066466247452,0.00634877496583111,0.00526230008198419,"2051/151449/5921/56963/6714/2534/10501/4776/5532/5058/25791/4773/1020/2046/2042/55740/5336/5727/23654/57715/5296/5063/285220/5170/2050/6586/7852/3845/91584/2932/6469/55558/10505/64221/7220/2044/1949/5361/54361/4775/10509/9901/7869/5881/5879/1947/5362/137970/8829",49,"UP000000938",0.00634877496583111,2.19731006634663,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"75","hsa0308314","hsa03083","Polycomb repressive complex","27/1407","84/8661",0.000225994910380922,0.00838692222969198,0.00695165630762367,"3607/121536/23512/3720/64319/84733/8726/55252/80816/221937/7528/80012/171023/6015/26053/57666/8535/22992/84108/63035/3054/91133/7027/55777/5252/84458/114785",27,"UP000000938",0.00838692222969198,2.07639738409262,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"76","hsa0492516","hsa04925","Aldosterone synthesis and secretion","29/1407","98/8661",0.000641454215813321,0.0178538090068041,0.0147984612946407,"23236/3777/3164/5587/2778/747/8912/107/114/3708/25865/3710/776/778/23439/1388/5331/3709/1583/5330/5138/90993/4878/111/115/113/84876/185/478",29,"UP000000938",0.0178538090068041,1.74826911545298,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"77","hsa0492811","hsa04928","Parathyroid hormone synthesis, secretion and action","30/1407","106/8661",0.00116821015805724,0.0284812425222299,0.0236072070070799,"23236/673/1958/860/3727/10893/6257/2778/6667/107/114/3708/5144/4205/9826/3710/4324/1388/2625/5331/3709/5330/90993/9138/5143/4041/111/64386/115/113",30,"UP000000938",0.0284812425222299,1.54544106809778,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"78","hsa0452015","hsa04520","Adherens junction","27/1407","93/8661",0.00133430880792706,0.0284812425222299,0.0236072070070799,"83439/57493/4301/51701/4089/7525/6714/2534/6615/7454/6932/81/6885/8976/10163/7046/1003/51176/8936/3480/54922/10810/55698/5818/5881/5879/4088",27,"UP000000938",0.0284812425222299,1.54544106809778,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"79","hsa0491918","hsa04919","Thyroid hormone signaling pathway","33/1407","121/8661",0.0013643708992685,0.0284812425222299,0.0236072070070799,"23236/4853/5469/2626/6257/9282/2308/6714/9611/2648/5336/5296/595/89869/23439/5170/113026/5331/4609/9969/3845/2932/8850/5330/116931/25942/2099/54361/9882/489/478/9862/4851",33,"UP000000938",0.0284812425222299,1.54544106809778,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"80","hsa0491111","hsa04911","Insulin secretion","25/1407","86/8661",0.0019405601929613,0.0381263002617103,0.0316016923064286,"23236/3778/3781/3782/3780/2778/54795/107/114/27445/6833/3710/776/778/23439/1388/5331/116/5330/90993/139760/111/115/113/478",25,"UP000000938",0.0381263002617103,1.41877533618663,NA,"Not Found",TRUE,"Human cytomegalovirus (Merlin)","HCMVM","Human cytomegalovirus (Merlin)","Herpesviridae"
"81","hsa0497417","hsa04974","Protein digestion and absorption","44/1072","103/8661",9.58704559500995e-15,3.05826754480817e-12,2.28070768891816e-12,"1289/1285/1307/1278/1300/1297/1294/7373/255631/1287/1280/1305/91522/1286/1277/1284/1301/136227/1296/1288/84570/1295/1298/1282/1310/169044/1290/1303/1299/1306/80781/1308/2006/1281/85301/81578/50509/340267/6510/6543/3784/1293/1302/117247",44,"UP000009294",3.05826754480817e-12,11.5145245241064,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"82","hsa0401024","hsa04010","MAPK signaling pathway","72/1072","301/8661",1.37001119262114e-08,2.18516785223072e-06,1.62959226069673e-06,"5532/3654/9261/8911/8912/84867/6722/778/9344/23542/1616/9448/1436/5924/4790/5871/9252/11184/4216/9479/4214/22800/6885/3164/59283/7157/2250/4763/51701/3727/673/369/5894/6416/1147/3551/5598/1843/9064/5922/10746/356/4902/1956/4215/3791/6300/784/8569/2872/6196/6195/6197/5602/5601/5599/2255/9693/779/776/775/2247/2264/1850/5600/627/5159/255189/836/57551/3312/7046",72,"UP000009294",2.18516785223072e-06,5.66051519736737,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"83","hsa0451218","hsa04512","ECM-receptor interaction","29/1072","89/8661",4.58785906965501e-07,4.07579138492159e-05,3.03952764557756e-05,"1285/1278/341640/1297/1834/1287/1280/3909/1286/3911/56955/1101/1277/1284/1288/1298/1282/1299/2811/2812/3339/3915/3914/948/7450/1293/22798/3678/7060",29,"UP000009294",4.07579138492159e-05,4.38978805300123,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"84","hsa0472217","hsa04722","Neurotrophin signaling pathway","35/1072","119/8661",5.11071020052864e-07,4.07579138492159e-05,3.03952764557756e-05,"3654/9261/5293/10603/4790/9252/5170/10019/4214/7157/51806/673/5894/3551/25759/5598/5296/818/9500/3667/356/596/4215/6300/6196/6195/6197/5602/5601/5599/25970/5600/627/2932/6464",35,"UP000009294",4.07579138492159e-05,4.38978805300123,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"85","hsa0516533","hsa05165","Human papillomavirus infection","71/1072","331/8661",1.57813064557879e-06,0.000100684735187927,7.50857949264855e-05,"1285/1278/1297/1287/1280/23352/5925/5293/3909/55502/1286/2778/3911/83439/84441/1101/1277/4790/6199/1284/5610/5528/1288/1298/1282/1299/1108/7015/8325/7157/6908/2308/7248/3915/3914/5894/1147/3551/7855/7476/5296/50855/84667/7450/23513/1293/55534/388585/2033/10297/356/1956/1869/5829/8326/22798/10379/8312/6198/9641/29110/324/5986/26508/3678/2932/57801/5159/836/1856/7060",71,"UP000009294",0.000100684735187927,3.99703636783932,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"86","hsa0451020","hsa04510","Focal adhesion","48/1072","203/8661",5.21297648650746e-06,0.000277156583199313,0.000206689944903629,"7408/1285/1278/7409/91807/1297/1287/1280/5293/3909/56924/106821730/1286/3911/1101/1277/5170/1284/1288/1298/1282/1299/7791/3915/3914/673/5894/10298/57144/25759/5296/7450/1293/4659/1956/596/5829/3791/22798/5602/5601/5599/3678/2932/9564/5159/6464/7060",48,"UP000009294",0.000277156583199313,3.55727480131045,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"87","hsa0493419","hsa04934","Cushing syndrome","38/1072","155/8661",2.08257927725515e-05,0.000949061127777702,0.000707763784450621,"4297/8911/8912/8622/5925/4221/57552/8085/778/2778/83439/3164/8325/1030/673/7855/5087/7476/818/6667/10297/1956/5331/1869/8326/8312/324/9070/779/776/775/79798/2932/2771/107/2770/2773/1856",38,"UP000009294",0.000949061127777702,3.02270581433605,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"88","hsa0401518","hsa04015","Rap1 signaling pathway","47/1072","210/8661",3.02134028629095e-05,0.00120475943915852,0.000898451190397045,"7408/1813/25865/64411/7409/5293/55740/54518/27040/2902/2778/1436/9732/51806/5216/2250/5900/26037/673/5894/5296/50855/3937/8631/1956/5331/5587/23094/57121/3791/6300/5909/2255/51735/9693/51466/4301/2247/2264/5600/2771/107/9564/5159/2775/2770/2773",47,"UP000009294",0.00120475943915852,2.91909966236363,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"89","hsa0406816","hsa04068","FoxO signaling pathway","33/1072","131/8661",4.00621607342088e-05,0.00136573248674352,0.0010184970863027,"4303/5563/5293/8660/100132074/5170/51701/2308/4089/8471/1030/673/369/5894/1147/3551/5296/23411/2033/5347/3667/9454/356/10365/1956/6300/5602/5601/5599/2290/6517/5600/7046",33,"UP000009294",0.00136573248674352,2.86463435988489,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"90","hsa0152215","hsa01522","Endocrine resistance","26/1072","98/8661",0.000103007460451448,0.0023470985631437,0.00175035233549077,"5469/5925/5293/3714/2778/6199/7157/673/369/5894/25759/5296/6667/9611/1956/596/10683/1869/6300/6198/5602/5601/5599/5600/107/6464",26,"UP000009294",0.0023470985631437,2.629468672425,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"91","hsa0523113","hsa05231","Choline metabolism in cancer","26/1072","98/8661",0.000103007460451448,0.0023470985631437,0.00175035233549077,"7454/10163/6582/10810/5293/9468/5170/6199/139189/5900/9162/7248/5894/5296/8527/6667/160851/8936/1956/6198/5602/5601/5599/8525/5159/255189",26,"UP000009294",0.0023470985631437,2.629468672425,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"92","hsa0521014","hsa05210","Colorectal cancer","23/1072","86/8661",0.00022339538850354,0.00385492141834658,0.00287481353092337,"5293/83439/6199/7157/5900/4437/4089/673/369/5894/5296/10297/1956/596/8312/6198/5602/5601/5599/324/2932/836/7046",23,"UP000009294",0.00385492141834658,2.41398447051219,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"93","hsa0522620","hsa05226","Gastric cancer","34/1072","149/8661",0.000250501111406439,0.00385492141834658,0.00287481353092337,"5925/5293/83439/6199/7015/8325/7157/2250/4089/1030/673/369/5894/7855/7476/25759/5296/10297/1956/596/1869/6469/8326/8312/6198/324/2255/2247/2932/4583/6464/5243/7046/1856",34,"UP000009294",0.00385492141834658,2.41398447051219,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"94","hsa0493523","hsa04935","Growth hormone synthesis, secretion and action","29/1072","120/8661",0.000251046825732247,0.00385492141834658,0.00287481353092337,"3726/5293/8660/778/2778/4214/8471/5894/6416/25759/5296/2033/3667/5331/6300/5602/5601/5599/779/776/775/5600/2932/2771/107/9564/6464/2770/2773",29,"UP000009294",0.00385492141834658,2.41398447051219,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"95","hsa0516119","hsa05161","Hepatitis B","36/1072","162/8661",0.000290052720989343,0.00393833388627743,0.0029370185061828,"3654/3665/5925/5293/4790/4214/6885/7157/3339/1654/4089/673/369/5894/6416/1147/3551/5296/7099/2033/356/596/4776/1959/1869/6300/9641/29110/5602/5601/5599/5600/3718/836/7046/57506",36,"UP000009294",0.00393833388627743,2.4046874677761,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"96","hsa0491213","hsa04912","GnRH signaling pathway","24/1072","93/8661",0.000296300982039681,0.00393833388627743,0.0029370185061828,"778/2778/1958/4216/4214/51806/5894/6416/5598/818/10746/1956/5331/4215/6300/5602/5601/5599/779/776/775/5600/107/255189",24,"UP000009294",0.00393833388627743,2.4046874677761,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"97","hsa0493313","hsa04933","AGE-RAGE signaling pathway in diabetic complications","25/1072","100/8661",0.000378956924491974,0.00483549035651759,0.00360607431306047,"1285/1278/1287/5293/1286/1277/4790/1284/5292/1958/1288/1282/2308/4089/1281/5296/5331/596/6300/5602/5601/5599/5600/836/7046",25,"UP000009294",0.00483549035651759,2.31555947849276,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"98","hsa0522421","hsa05224","Breast cancer","32/1072","147/8661",0.000896673044088359,0.00893870940825582,0.0066660561830253,"5925/5293/3714/83439/6199/8325/7157/2250/5241/673/369/5894/7855/7476/25759/5296/388585/6667/10297/1956/10683/1869/8326/8312/6198/324/2255/2247/26508/2932/6464/1856",32,"UP000009294",0.00893870940825582,2.04872518112957,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"99","hsa0402218","hsa04022","cGMP-PKG signaling pathway","35/1072","166/8661",0.000970267082215448,0.00937924846141599,0.00699458885424852,"7408/5532/91807/152/8660/2977/6722/778/4209/3778/2626/5138/10335/51806/4205/8471/5894/6543/3667/4659/5331/4776/1258/5139/779/776/775/5593/2982/2771/107/2770/2773/147/146",35,"UP000009294",0.00937924846141599,2.02783195929002,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"100","hsa0433016","hsa04330","Notch signaling pathway","17/1072","62/8661",0.00105455465819437,0.00986631556680062,0.00735781989142696,"1840/3714/23013/9541/84441/9612/196403/55534/388585/2033/10683/2648/7088/5986/26508/1856/9253",17,"UP000009294",0.00986631556680062,2.00584499806418,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"101","hsa0308315","hsa03083","Polycomb repressive complex","21/1072","84/8661",0.0010825111123449,0.00986631556680062,0.00735781989142696,"23512/221937/55777/64319/84733/22992/57713/114785/63035/23269/55252/3720/57666/23466/121536/2033/26053/80816/1912/51460/3607",21,"UP000009294",0.00986631556680062,2.00584499806418,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"102","hsa0520220","hsa05202","Transcriptional misregulation in cancer","39/1072","193/8661",0.0012085038356662,0.0103028496575759,0.00768336585583946,"5546/84444/4297/4221/7709/1436/905/4300/1025/8148/4790/4298/7490/30012/7157/860/54738/2308/55589/5087/5090/3206/5914/64919/6929/4094/2521/4299/6667/4066/9611/7849/1051/85414/904/64332/1050/4613/1655",39,"UP000009294",0.0103028496575759,1.98704263748972,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"103","hsa0492410","hsa04924","Renin secretion","18/1072","69/8661",0.00142752152788272,0.0116763940357586,0.00870768867210511,"5532/116/2977/778/2778/3778/51806/1636/5331/5139/779/776/775/5593/2982/2771/2770/2773",18,"UP000009294",0.0116763940357586,1.93269125758021,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"104","hsa0492812","hsa04928","Parathyroid hormone synthesis, secretion and action","24/1072","106/8661",0.00217118245089774,0.0159549323507136,0.0118984151501774,"4326/10893/4209/2778/1958/9826/4205/860/3727/673/369/5894/6667/142680/5141/5144/1956/5331/596/4666/2771/107/2770/2773",24,"UP000009294",0.0159549323507136,1.79710503288533,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"105","hsa0522520","hsa05225","Hepatocellular carcinoma","34/1072","168/8661",0.00235536348898741,0.0166969100663774,0.0124517461640036,"6599/6601/5925/5293/8289/57492/6597/4780/83439/6199/7015/8325/7157/4089/673/369/5894/7855/7476/25759/5296/10297/1956/1869/8326/8312/6198/324/2932/6464/7046/6603/1856/55193",34,"UP000009294",0.0166969100663774,1.77736389204308,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"106","hsa049309","hsa04930","Type II diabetes mellitus","13/1072","46/8661",0.00297634461960198,0.0197802902844381,0.0147511816673256,"3651/5293/8660/8471/3551/5296/3667/5602/5601/5599/6517/776/775",13,"UP000009294",0.0197802902844381,1.70376733923001,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"107","hsa0521712","hsa05217","Basal cell carcinoma","16/1072","63/8661",0.00345020821677472,0.0220123284230227,0.0164157275156018,"83439/8643/51684/8325/7157/7855/7476/10297/2737/6469/2735/8326/8312/324/2932/1856",16,"UP000009294",0.0220123284230227,1.65733401615697,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"108","hsa0431020","hsa04310","Wnt signaling pathway","34/1072","174/8661",0.00424965032316967,0.0265811461390416,0.0198229303000278,"23002/5532/80319/57680/83439/84445/4007/6885/8325/7157/144165/51701/4089/7855/6259/7476/818/23411/2033/79718/10297/5331/4776/7088/23500/8326/8312/5602/5601/5599/324/59352/2932/1856",34,"UP000009294",0.0265811461390416,1.5754262968647,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"109","hsa0481021","hsa04810","Regulation of actin cytoskeleton","42/1072","229/8661",0.0053398363454794,0.0321952802921193,0.0240096794127008,"8976/10163/1730/7409/91807/4342/5293/55740/56924/106821730/79784/85464/22800/5216/2250/673/369/5894/10298/57144/4627/10458/5296/26999/3682/10297/8936/4659/1956/57121/5829/200576/9459/324/2255/2247/2264/3678/9564/5159/54434/28964",42,"UP000009294",0.0321952802921193,1.49220778958752,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
"110","hsa0522110","hsa05221","Acute myeloid leukemia","16/1072","67/8661",0.00658018461718095,0.0374835516585843,0.0279534158549416,"5293/1436/83439/4790/6199/5292/11040/673/369/5894/1147/3551/5296/5914/6198/1050",16,"UP000009294",0.0374835516585843,1.42615926536574,NA,"Not Found",TRUE,"Human herpesvirus 1 (strain 17)","HHV11","Human herpesvirus 1 (strain 17) (HHV-1) (Human herpes simplex virus 1)","Herpesviridae"
