"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","virus"
"hsa054172","hsa05417","Lipid and atherosclerosis","5/199","216/8843",0.538407613684983,0.954149822534071,0.947440480078579,"4790/7132/3303/3304/6416",5,"UP000153037"
"hsa030202","hsa03020","RNA polymerase","1/199","34/8843",0.539448059447321,0.954149822534071,0.947440480078579,"84265",1,"UP000153037"
"hsa015211","hsa01521","EGFR tyrosine kinase inhibitor resistance","2/199","80/8843",0.54102526829336,0.954149822534071,0.947440480078579,"1956/9542",2,"UP000153037"
"hsa046121","hsa04612","Antigen processing and presentation","2/199","80/8843",0.54102526829336,0.954149822534071,0.947440480078579,"3303/3304",2,"UP000153037"
"hsa002302","hsa00230","Purine metabolism","3/199","128/8843",0.553312095784926,0.954149822534071,0.947440480078579,"10846/5198/107",3,"UP000153037"
"hsa003501","hsa00350","Tyrosine metabolism","1/199","36/8843",0.560022406589925,0.954149822534071,0.947440480078579,"4282",1,"UP000153037"
"hsa00512","hsa00512","Mucin type O-glycan biosynthesis","1/199","36/8843",0.560022406589925,0.954149822534071,0.947440480078579,"2590",1,"UP000153037"
"hsa046232","hsa04623","Cytosolic DNA-sensing pathway","2/199","83/8843",0.561045897014187,0.954149822534071,0.947440480078579,"4790/84265",2,"UP000153037"
"hsa002501","hsa00250","Alanine, aspartate and glutamate metabolism","1/199","37/8843",0.569963991816291,0.954149822534071,0.947440480078579,"339983",1,"UP000153037"
"hsa051432","hsa05143","African trypanosomiasis","1/199","37/8843",0.569963991816291,0.954149822534071,0.947440480078579,"3586",1,"UP000153037"
"hsa041423","hsa04142","Lysosome","3/199","132/8843",0.574297300503133,0.954149822534071,0.947440480078579,"427/20/285362",3,"UP000153037"
"hsa040241","hsa04024","cAMP signaling pathway","5/199","226/8843",0.578971391212015,0.954149822534071,0.947440480078579,"2906/4790/10846/107/6662",5,"UP000153037"
"hsa051632","hsa05163","Human cytomegalovirus infection","5/199","226/8843",0.578971391212015,0.954149822534071,0.947440480078579,"4790/4776/1956/7132/107",5,"UP000153037"
"hsa007601","hsa00760","Nicotinate and nicotinamide metabolism","1/199","38/8843",0.579682043784103,0.954149822534071,0.947440480078579,"23098",1,"UP000153037"
"hsa049601","hsa04960","Aldosterone-regulated sodium reabsorption","1/199","38/8843",0.579682043784103,0.954149822534071,0.947440480078579,"3667",1,"UP000153037"
"hsa053301","hsa05330","Allograft rejection","1/199","38/8843",0.579682043784103,0.954149822534071,0.947440480078579,"3586",1,"UP000153037"
"hsa049112","hsa04911","Insulin secretion","2/199","86/8843",0.580438692619875,0.954149822534071,0.947440480078579,"27445/107",2,"UP000153037"
"hsa049101","hsa04910","Insulin signaling pathway","3/199","138/8843",0.604608366515355,0.954149822534071,0.947440480078579,"89801/3667/867",3,"UP000153037"
"hsa049761","hsa04976","Bile secretion","2/199","90/8843",0.605311449033736,0.954149822534071,0.947440480078579,"57835/107",2,"UP000153037"
"hsa052351","hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","2/199","90/8843",0.605311449033736,0.954149822534071,0.947440480078579,"4790/1956",2,"UP000153037"
"hsa034401","hsa03440","Homologous recombination","1/199","41/8843",0.607544458449565,0.954149822534071,0.947440480078579,"4361",1,"UP000153037"
"hsa052191","hsa05219","Bladder cancer","1/199","41/8843",0.607544458449565,0.954149822534071,0.947440480078579,"1956",1,"UP000153037"
"hsa054181","hsa05418","Fluid shear stress and atherosclerosis","3/199","141/8843",0.619222975463975,0.954149822534071,0.947440480078579,"4790/7132/6416",3,"UP000153037"
"hsa045201","hsa04520","Adherens junction","2/199","93/8843",0.623226644010806,0.954149822534071,0.947440480078579,"1956/83439",2,"UP000153037"
"hsa041201","hsa04120","Ubiquitin mediated proteolysis","3/199","142/8843",0.624013006999299,0.954149822534071,0.947440480078579,"55585/65264/867",3,"UP000153037"
"hsa045501","hsa04550","Signaling pathways regulating pluripotency of stem cells","3/199","144/8843",0.633469898331303,0.954149822534071,0.947440480078579,"10297/8325/463",3,"UP000153037"
"hsa034102","hsa03410","Base excision repair","1/199","44/8843",0.633568570187471,0.954149822534071,0.947440480078579,"54936",1,"UP000153037"
"hsa020101","hsa02010","ABC transporters","1/199","45/8843",0.641855859030827,0.954149822534071,0.947440480078579,"20",1,"UP000153037"
"hsa049702","hsa04970","Salivary secretion","2/199","97/8843",0.646132323771217,0.954149822534071,0.947440480078579,"146/107",2,"UP000153037"
"hsa03050","hsa03050","Proteasome","1/199","46/8843",0.649956641487393,0.954149822534071,0.947440480078579,"5709",1,"UP000153037"
"hsa046661","hsa04666","Fc gamma R-mediated phagocytosis","2/199","98/8843",0.651684722278554,0.954149822534071,0.947440480078579,"55616/1793",2,"UP000153037"
"hsa049252","hsa04925","Aldosterone synthesis and secretion","2/199","98/8843",0.651684722278554,0.954149822534071,0.947440480078579,"8911/107",2,"UP000153037"
"hsa052311","hsa05231","Choline metabolism in cancer","2/199","99/8843",0.657167992765006,0.954149822534071,0.947440480078579,"1956/160851",2,"UP000153037"
"hsa054101","hsa05410","Hypertrophic cardiomyopathy","2/199","99/8843",0.657167992765006,0.954149822534071,0.947440480078579,"6641/59283",2,"UP000153037"
"hsa040611","hsa04061","Viral protein interaction with cytokine and cytokine receptor","2/199","100/8843",0.662582417784055,0.954149822534071,0.947440480078579,"7132/3586",2,"UP000153037"
"hsa04672","hsa04672","Intestinal immune network for IgA production","1/199","49/8843",0.67318125350073,0.954149822534071,0.947440480078579,"3586",1,"UP000153037"
"hsa051302","hsa05130","Pathogenic Escherichia coli infection","4/199","203/8843",0.675018243217262,0.954149822534071,0.947440480078579,"7456/4790/7132/4691",4,"UP000153037"
"hsa051691","hsa05169","Epstein-Barr virus infection","4/199","203/8843",0.675018243217262,0.954149822534071,0.947440480078579,"4790/4791/5709/6416",4,"UP000153037"
"hsa052052","hsa05205","Proteoglycans in cancer","4/199","204/8843",0.678767584447102,0.954149822534071,0.947440480078579,"8325/7291/1956/867",4,"UP000153037"
"hsa005201","hsa00520","Amino sugar and nucleotide sugar metabolism","1/199","50/8843",0.680576856247302,0.954149822534071,0.947440480078579,"5973",1,"UP000153037"
"hsa051442","hsa05144","Malaria","1/199","50/8843",0.680576856247302,0.954149822534071,0.947440480078579,"3586",1,"UP000153037"
"hsa053201","hsa05320","Autoimmune thyroid disease","1/199","53/8843",0.701779305991728,0.954149822534071,0.947440480078579,"3586",1,"UP000153037"
"hsa043501","hsa04350","TGF-beta signaling pathway","2/199","108/8843",0.703460122688923,0.954149822534071,0.947440480078579,"4092/26585",2,"UP000153037"
"hsa050162","hsa05016","Huntington disease","6/199","311/8843",0.706586533997951,0.954149822534071,0.947440480078579,"2915/774/23186/6874/5709/27113",6,"UP000153037"
"hsa040661","hsa04066","HIF-1 signaling pathway","2/199","109/8843",0.708270967487234,0.954149822534071,0.947440480078579,"4790/1956",2,"UP000153037"
"hsa046202","hsa04620","Toll-like receptor signaling pathway","2/199","109/8843",0.708270967487234,0.954149822534071,0.947440480078579,"4790/6416",2,"UP000153037"
"hsa006001","hsa00600","Sphingolipid metabolism","1/199","54/8843",0.708530832511369,0.954149822534071,0.947440480078579,"427",1,"UP000153037"
"hsa052062","hsa05206","MicroRNAs in cancer","6/199","312/8843",0.709502645868309,0.954149822534071,0.947440480078579,"10297/4790/6659/4170/1956/3667",6,"UP000153037"
"hsa051611","hsa05161","Hepatitis B","3/199","163/8843",0.715033899150037,0.954149822534071,0.947440480078579,"4790/4776/6416",3,"UP000153037"
"hsa03460","hsa03460","Fanconi anemia pathway","1/199","55/8843",0.71513025955998,0.954149822534071,0.947440480078579,"197342",1,"UP000153037"
"hsa012122","hsa01212","Fatty acid metabolism","1/199","57/8843",0.727886377604694,0.954149822534071,0.947440480078579,"201562",1,"UP000153037"
"hsa030082","hsa03008","Ribosome biogenesis in eukaryotes","3/199","168/8843",0.734023284045903,0.954149822534071,0.947440480078579,"345630/2091/54433",3,"UP000153037"
"hsa046301","hsa04630","JAK-STAT signaling pathway","3/199","168/8843",0.734023284045903,0.954149822534071,0.947440480078579,"4170/1956/3586",3,"UP000153037"
"hsa047262","hsa04726","Serotonergic synapse","2/199","115/8843",0.735788525771515,0.954149822534071,0.947440480078579,"774/3765",2,"UP000153037"
"hsa041411","hsa04141","Protein processing in endoplasmic reticulum","3/199","170/8843",0.741336527889365,0.954149822534071,0.947440480078579,"3303/3304/10483",3,"UP000153037"
"hsa045302","hsa04530","Tight junction","3/199","170/8843",0.741336527889365,0.954149822534071,0.947440480078579,"55844/2626/51421",3,"UP000153037"
"hsa047302","hsa04730","Long-term depression","1/199","60/8843",0.745962612174863,0.954149822534071,0.947440480078579,"6261",1,"UP000153037"
"hsa049781","hsa04978","Mineral absorption","1/199","61/8843",0.751718440499718,0.954149822534071,0.947440480078579,"55630",1,"UP000153037"
"hsa052081","hsa05208","Chemical carcinogenesis - reactive oxygen species","4/199","226/8843",0.753670720466517,0.954149822534071,0.947440480078579,"4790/1956/27/6416",4,"UP000153037"
"hsa001401","hsa00140","Steroid hormone biosynthesis","1/199","62/8843",0.757344497245397,0.954149822534071,0.947440480078579,"3292",1,"UP000153037"
"hsa041521","hsa04152","AMPK signaling pathway","2/199","122/8843",0.765081357713558,0.954149822534071,0.947440480078579,"55844/3667",2,"UP000153037"
"hsa049192","hsa04919","Thyroid hormone signaling pathway","2/199","122/8843",0.765081357713558,0.954149822534071,0.947440480078579,"8850/2626",2,"UP000153037"
"hsa005611","hsa00561","Glycerolipid metabolism","1/199","65/8843",0.773472828485766,0.954149822534071,0.947440480078579,"160851",1,"UP000153037"
"hsa051521","hsa05152","Tuberculosis","3/199","180/8843",0.775541516317949,0.954149822534071,0.947440480078579,"4790/7132/3586",3,"UP000153037"
"hsa051711","hsa05171","Coronavirus disease - COVID-19","4/199","238/8843",0.788517020389171,0.954149822534071,0.947440480078579,"4790/6187/1956/7132",4,"UP000153037"
"hsa046641","hsa04664","Fc epsilon RI signaling pathway","1/199","69/8843",0.793329838009601,0.954149822534071,0.947440480078579,"6416",1,"UP000153037"
"hsa050311","hsa05031","Amphetamine addiction","1/199","69/8843",0.793329838009601,0.954149822534071,0.947440480078579,"2906",1,"UP000153037"
"hsa049171","hsa04917","Prolactin signaling pathway","1/199","71/8843",0.802598872759298,0.954149822534071,0.947440480078579,"4790",1,"UP000153037"
"hsa052301","hsa05230","Central carbon metabolism in cancer","1/199","71/8843",0.802598872759298,0.954149822534071,0.947440480078579,"1956",1,"UP000153037"
"hsa046212","hsa04621","NOD-like receptor signaling pathway","3/199","189/8843",0.803090168653433,0.954149822534071,0.947440480078579,"4790/90550/91662",3,"UP000153037"
"hsa046221","hsa04622","RIG-I-like receptor signaling pathway","1/199","72/8843",0.807077078906232,0.954149822534071,0.947440480078579,"4790",1,"UP000153037"
"hsa042702","hsa04270","Vascular smooth muscle contraction","2/199","134/8843",0.808782692928952,0.954149822534071,0.947440480078579,"146/107",2,"UP000153037"
"hsa005622","hsa00562","Inositol phosphate metabolism","1/199","73/8843",0.811454192268181,0.954149822534071,0.947440480078579,"9651",1,"UP000153037"
"hsa052181","hsa05218","Melanoma","1/199","73/8843",0.811454192268181,0.954149822534071,0.947440480078579,"1956",1,"UP000153037"
"hsa052231","hsa05223","Non-small cell lung cancer","1/199","73/8843",0.811454192268181,0.954149822534071,0.947440480078579,"1956",1,"UP000153037"
"hsa040622","hsa04062","Chemokine signaling pathway","3/199","193/8843",0.814398542902595,0.954149822534071,0.947440480078579,"4790/107/2931",3,"UP000153037"
"hsa041152","hsa04115","p53 signaling pathway","1/199","75/8843",0.819914173245898,0.954149822534071,0.947440480078579,"27113",1,"UP000153037"
"hsa049182","hsa04918","Thyroid hormone synthesis","1/199","75/8843",0.819914173245898,0.954149822534071,0.947440480078579,"107",1,"UP000153037"
"hsa051322","hsa05132","Salmonella infection","4/199","251/8843",0.821734321907081,0.954149822534071,0.947440480078579,"4790/7132/83439/6416",4,"UP000153037"
"hsa049712","hsa04971","Gastric acid secretion","1/199","76/8843",0.824001431403296,0.954149822534071,0.947440480078579,"107",1,"UP000153037"
"hsa052141","hsa05214","Glioma","1/199","76/8843",0.824001431403296,0.954149822534071,0.947440480078579,"1956",1,"UP000153037"
"hsa048141","hsa04814","Motor proteins","3/199","197/8843",0.825155346916626,0.954149822534071,0.947440480078579,"3797/4619/4620",3,"UP000153037"
"hsa043712","hsa04371","Apelin signaling pathway","2/199","140/8843",0.827809819415247,0.954149822534071,0.947440480078579,"6261/107",2,"UP000153037"
"hsa041512","hsa04151","PI3K-Akt signaling pathway","6/199","362/8843",0.830535270626823,0.954149822534071,0.947440480078579,"55844/4790/4909/4170/1956/3667",6,"UP000153037"
"hsa047211","hsa04721","Synaptic vesicle cycle","1/199","79/8843",0.835717600625812,0.95565855256748,0.948938601100459,"774",1,"UP000153037"
"hsa052032","hsa05203","Viral carcinogenesis","3/199","205/8843",0.845085680815828,0.961917802587601,0.955153837642919,"8850/4790/4791",3,"UP000153037"
"hsa051702","hsa05170","Human immunodeficiency virus 1 infection","3/199","213/8843",0.863027030196211,0.966568136506028,0.959771471578541,"4790/4776/7132",3,"UP000153037"
"hsa042602","hsa04260","Cardiac muscle contraction","1/199","87/8843",0.863303067815247,0.966568136506028,0.959771471578541,"59283",1,"UP000153037"
"hsa046101","hsa04610","Complement and coagulation cascades","1/199","88/8843",0.866409816273992,0.966568136506028,0.959771471578541,"5624",1,"UP000153037"
"hsa046621","hsa04662","B cell receptor signaling pathway","1/199","91/8843",0.875314784088691,0.966568136506028,0.959771471578541,"4790",1,"UP000153037"
"hsa052221","hsa05222","Small cell lung cancer","1/199","93/8843",0.880920738370982,0.966568136506028,0.959771471578541,"4790",1,"UP000153037"
"hsa040702","hsa04070","Phosphatidylinositol signaling system","1/199","98/8843",0.893862502096859,0.966568136506028,0.959771471578541,"160851",1,"UP000153037"
"hsa048101","hsa04810","Regulation of actin cytoskeleton","3/199","230/8843",0.895222188976925,0.966568136506028,0.959771471578541,"10297/1956/1793",3,"UP000153037"
"hsa047502","hsa04750","Inflammatory mediator regulation of TRP channels","1/199","99/8843",0.896277752192082,0.966568136506028,0.959771471578541,"107",1,"UP000153037"
"hsa041401","hsa04140","Autophagy - animal","2/199","169/8843",0.897821133524279,0.966568136506028,0.959771471578541,"64121/3667",2,"UP000153037"
"hsa005641","hsa00564","Glycerophospholipid metabolism","1/199","100/8843",0.898638311125497,0.966568136506028,0.959771471578541,"160851",1,"UP000153037"
"hsa049332","hsa04933","AGE-RAGE signaling pathway in diabetic complications","1/199","101/8843",0.9009454112154,0.966568136506028,0.959771471578541,"4790",1,"UP000153037"
"hsa030101","hsa03010","Ribosome","2/199","172/8843",0.903315711162978,0.966568136506028,0.959771471578541,"6187/29088",2,"UP000153037"
"hsa051641","hsa05164","Influenza A","2/199","172/8843",0.903315711162978,0.966568136506028,0.959771471578541,"4790/7132",2,"UP000153037"
"hsa041371","hsa04137","Mitophagy - animal","1/199","105/8843",0.909662915332485,0.966568136506028,0.959771471578541,"25820",1,"UP000153037"
"hsa049722","hsa04972","Pancreatic secretion","1/199","106/8843",0.911720260245375,0.966568136506028,0.959771471578541,"107",1,"UP000153037"
"hsa049222","hsa04922","Glucagon signaling pathway","1/199","107/8843",0.913730981111939,0.966568136506028,0.959771471578541,"150094",1,"UP000153037"
"hsa046591","hsa04659","Th17 cell differentiation","1/199","108/8843",0.9156961293215,0.966568136506028,0.959771471578541,"4790",1,"UP000153037"
"hsa040801","hsa04080","Neuroactive ligand-receptor interaction","5/199","368/8843",0.922164121035935,0.969253352748408,0.962437806053182,"2906/2915/152/2901/146",5,"UP000153037"
"hsa012003","hsa01200","Carbon metabolism","1/199","116/8843",0.929895318871022,0.973237897292976,0.966394332278984,"8802",1,"UP000153037"
"hsa046112","hsa04611","Platelet activation","1/199","125/8843",0.943043259555217,0.975709906901612,0.968848959335503,"107",1,"UP000153037"
"hsa045102","hsa04510","Focal adhesion","2/199","203/8843",0.946030585266644,0.975709906901612,0.968848959335503,"1956/1793",2,"UP000153037"
"hsa050121","hsa05012","Parkinson disease","3/199","271/8843",0.946784974729904,0.975709906901612,0.968848959335503,"90550/55630/5709",3,"UP000153037"
"hsa054152","hsa05415","Diabetic cardiomyopathy","2/199","205/8843",0.94805820913517,0.975709906901612,0.968848959335503,"4790/3667",2,"UP000153037"
"hsa040152","hsa04015","Rap1 signaling pathway","2/199","212/8843",0.954600230925486,0.978366211778403,0.971486585742032,"1956/107",2,"UP000153037"
"hsa012401","hsa01240","Biosynthesis of cofactors","1/199","153/8843",0.970193332729677,0.986038550379091,0.979104974380261,"154807",1,"UP000153037"
"hsa041101","hsa04110","Cell cycle","1/199","158/8843",0.973454126229506,0.986038550379091,0.979104974380261,"10459",1,"UP000153037"
"hsa042171","hsa04217","Necroptosis","1/199","159/8843",0.974062373653839,0.986038550379091,0.979104974380261,"7132",1,"UP000153037"
"hsa050341","hsa05034","Alcoholism","1/199","188/8843",0.98677237438392,0.991837151726967,0.984862801416507,"2906",1,"UP000153037"
"hsa046132","hsa04613","Neutrophil extracellular trap formation","1/199","192/8843",0.987947797621939,0.991837151726967,0.984862801416507,"4790",1,"UP000153037"
"hsa040601","hsa04060","Cytokine-cytokine receptor interaction","2/199","298/8843",0.991837151726967,0.991837151726967,0.984862801416507,"7132/3586",2,"UP000153037"
"hsa045303","hsa04530","Tight junction","1/1","170/8843",0.0192242451656677,0.0339251385276489,NA,"9693",1,"UP000008771"
"hsa040153","hsa04015","Rap1 signaling pathway","1/1","212/8843",0.0239737645595385,0.0339251385276489,NA,"9693",1,"UP000008771"
"hsa040102","hsa04010","MAPK signaling pathway","1/1","300/8843",0.0339251385276489,0.0339251385276489,NA,"9693",1,"UP000008771"
"hsa047441","hsa04744","Phototransduction","2/2","29/8843",1.03849854800765e-05,2.0769970960153e-05,NA,"5145/5158",2,"UP000008591"
"hsa002303","hsa00230","Purine metabolism","2/2","128/8843",0.000207904339857295,0.000207904339857295,NA,"5145/5158",2,"UP000008591"
"hsa043602","hsa04360","Axon guidance","1/1","184/8843",0.020807418296958,0.0339251385276489,NA,"5921",1,"UP000006675"
"hsa040142","hsa04014","Ras signaling pathway","1/1","238/8843",0.0269139432319345,0.0339251385276489,NA,"5921",1,"UP000006675"
"hsa040103","hsa04010","MAPK signaling pathway","1/1","300/8843",0.0339251385276489,0.0339251385276489,NA,"5921",1,"UP000006675"
"hsa053101","hsa05310","Asthma","1/4","31/8843",0.0139511817253668,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa053302","hsa05330","Allograft rejection","1/4","38/8843",0.0170811381461854,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa049401","hsa04940","Type I diabetes mellitus","1/4","43/8843",0.0193122548902396,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa053321","hsa05332","Graft-versus-host disease","1/4","44/8843",0.0197580220471077,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa046721","hsa04672","Intestinal immune network for IgA production","1/4","49/8843",0.0219845787721739,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa053202","hsa05320","Autoimmune thyroid disease","1/4","53/8843",0.0237630913534214,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa053212","hsa05321","Inflammatory bowel disease","1/4","65/8843",0.0290840773657058,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa054162","hsa05416","Viral myocarditis","1/4","69/8843",0.0308528961510635,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa005623","hsa00562","Inositol phosphate metabolism","1/4","73/8843",0.0326192970037477,0.0737394905330623,0.0258735054501973,"51477",1,"UP000006705"
"hsa051402","hsa05140","Leishmaniasis","1/4","77/8843",0.0343832821282659,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa046122","hsa04612","Antigen processing and presentation","1/4","80/8843",0.0357046869756288,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa046582","hsa04658","Th1 and Th2 cell differentiation","1/4","92/8843",0.0409767488689222,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa053231","hsa05323","Rheumatoid arthritis","1/4","94/8843",0.0418533196353675,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa046401","hsa04640","Hematopoietic cell lineage","1/4","99/8843",0.0440421175906561,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa051501","hsa05150","Staphylococcus aureus infection","1/4","100/8843",0.0444794267774855,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa046592","hsa04659","Th17 cell differentiation","1/4","108/8843",0.0479725011889188,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa049312","hsa04931","Insulin resistance","1/4","109/8843",0.0484084611196851,0.0737394905330623,0.0258735054501973,"5506",1,"UP000006705"
"hsa051452","hsa05145","Toxoplasmosis","1/4","111/8843",0.049279931778121,0.0737394905330623,0.0258735054501973,"3119",1,"UP000006705"
"hsa030823","hsa03082","ATP-dependent chromatin remodeling","1/4","117/8843",0.0518907525973401,0.0737394905330623,0.0258735054501973,"9112",1,"UP000006705"
"hsa049102","hsa04910","Insulin signaling pathway","1/4","138/8843",0.0609862988171321,0.0789657187834711,0.0277072697485863,"5506",1,"UP000006705"
"hsa053222","hsa05322","Systemic lupus erythematosus","1/4","139/8843",0.061417781276033,0.0789657187834711,0.0277072697485863,"3119",1,"UP000006705"
"hsa041451","hsa04145","Phagosome","1/4","157/8843",0.0691590677439683,0.081186731699441,0.0284865725261197,"3119",1,"UP000006705"
"hsa045142","hsa04514","Cell adhesion molecules","1/4","157/8843",0.0691590677439683,0.081186731699441,0.0284865725261197,"3119",1,"UP000006705"
"hsa051642","hsa05164","Influenza A","1/4","172/8843",0.0755734755707239,0.0850201600170644,0.0298316350937068,"3119",1,"UP000006705"
"hsa051522","hsa05152","Tuberculosis","1/4","180/8843",0.0789809072145429,0.0852993797917063,0.0299296069444583,"3119",1,"UP000006705"
"hsa051692","hsa05169","Epstein-Barr virus infection","1/4","203/8843",0.0887248139615056,0.0921373068061788,0.0323288795811154,"3119",1,"UP000006705"
"hsa051662","hsa05166","Human T-cell leukemia virus 1 infection","1/4","223/8843",0.0971347497943695,0.0971347497943695,0.0340823683489016,"3119",1,"UP000006705"
"hsa012322","hsa01232","Nucleotide metabolism","6/13","85/8843",1.07260910382237e-09,2.35974002840921e-08,1.46778087891482e-08,"6241/50484/7083/6240/1854/2987",6,"UP000111173"
"hsa002402","hsa00240","Pyrimidine metabolism","5/13","58/8843",1.25868101748264e-08,1.38454911923091e-07,8.61202801435492e-08,"6241/50484/7083/6240/1854",5,"UP000111173"
"hsa009831","hsa00983","Drug metabolism - other enzymes","5/13","81/8843",6.91642632008183e-08,5.07204596806001e-07,3.15486112845838e-07,"6241/50484/7083/6240/1854",5,"UP000111173"
"hsa030203","hsa03020","RNA polymerase","3/13","34/8843",1.44685290167012e-05,7.95769095918564e-05,4.94975992676619e-05,"5431/55703/84172",3,"UP000111173"
"hsa002304","hsa00230","Purine metabolism","4/13","128/8843",2.70675874181032e-05,0.000119097384639654,7.40797129337561e-05,"6241/50484/6240/2987",4,"UP000111173"
"hsa004801","hsa00480","Glutathione metabolism","3/13","58/8843",7.30992601590599e-05,0.00026803062058322,0.000166717610889084,"6241/50484/6240",3,"UP000111173"
"hsa041153","hsa04115","p53 signaling pathway","2/13","75/8843",0.00521132839586552,0.0163784606727202,0.0101875592701131,"6241/50484",2,"UP000111173"
"hsa000611","hsa00061","Fatty acid biosynthesis","1/13","18/8843",0.0261583679095648,0.0719355117513033,0.0447445766874135,"31",1,"UP000111173"
"hsa006401","hsa00640","Propanoate metabolism","1/13","32/8843",0.0460654789691629,0.112604504146843,0.0700410791343997,"31",1,"UP000111173"
"hsa052192","hsa05219","Bladder cancer","1/13","41/8843",0.0586638236616116,0.122791537207108,0.0763775111814547,"1612",1,"UP000111173"
"hsa034103","hsa03410","Base excision repair","1/13","44/8843",0.062829021963454,0.122791537207108,0.0763775111814547,"3980",1,"UP000111173"
"hsa00620","hsa00620","Pyruvate metabolism","1/13","47/8843",0.066977202112968,0.122791537207108,0.0763775111814547,"31",1,"UP000111173"
"hsa012123","hsa01212","Fatty acid metabolism","1/13","57/8843",0.0806823774216625,0.136539407944352,0.0849288183385921,"31",1,"UP000111173"
"hsa034202","hsa03420","Nucleotide excision repair","1/13","63/8843",0.0888160344631788,0.139568054156424,0.0868126652647612,"5431",1,"UP000111173"
"hsa046233","hsa04623","Cytosolic DNA-sensing pathway","1/13","83/8843",0.115450940548036,0.169328046137119,0.105323665061366,"55703",1,"UP000111173"
"hsa049223","hsa04922","Glucagon signaling pathway","1/13","107/8843",0.146463611863976,0.201387466312966,0.125264931199453,"31",1,"UP000111173"
"hsa041522","hsa04152","AMPK signaling pathway","1/13","122/8843",0.165333545133197,0.213961058407666,0.133085825803811,"31",1,"UP000111173"
"hsa049103","hsa04910","Insulin signaling pathway","1/13","138/8843",0.18503647830643,0.222679049306433,0.138508499568595,"31",1,"UP000111173"
"hsa049362","hsa04936","Alcoholic liver disease","1/13","144/8843",0.192313724401011,0.222679049306433,0.138508499568595,"31",1,"UP000111173"
"hsa041402","hsa04140","Autophagy - animal","1/13","169/8843",0.221994621108116,0.244194083218928,0.151891056547659,"1612",1,"UP000111173"
"hsa048203","hsa04820","Cytoskeleton in muscle cells","1/13","232/8843",0.29238304876196,0.306306051083958,0.190525294932606,"200539",1,"UP000111173"
"hsa050163","hsa05016","Huntington disease","1/13","311/8843",0.372337596478401,0.372337596478401,0.231597548048766,"5431",1,"UP000111173"
"hsa045403","hsa04540","Gap junction","13/174","92/8843",2.44554267337497e-08,4.98890705368494e-06,4.11880871305258e-06,"5331/5330/84617/2911/10382/10383/260334/347688/124908013/124908015/124908041/203068/3708",13,"UP000008167"
"hsa048142","hsa04814","Motor proteins","16/174","197/8843",1.510041555404e-06,0.000154024238651208,0.000127161394139284,"80022/547/55605/84617/7138/10382/10383/23046/260334/347688/124908013/124908015/124908041/9371/203068/7139",16,"UP000008167"
"hsa030824","hsa03082","ATP-dependent chromatin remodeling","11/174","117/8843",1.77850200833829e-05,0.00120938136567004,0.000998457267839041,"57492/53615/6597/9031/6595/29994/57634/2186/115482686/1107/10847",11,"UP000008167"
"hsa050223","hsa05022","Pathways of neurodegeneration - multiple diseases","23/174","483/8843",6.90859843983281e-05,0.00352338520431473,0.00290888355361382,"80208/1616/6261/9001/5331/778/3064/5330/84617/2911/776/4741/10382/10383/260334/347688/124908013/124908015/124908041/824/203068/3708/2521",23,"UP000008167"
"hsa040223","hsa04022","cGMP-PKG signaling pathway","11/174","166/8843",0.000420279094778935,0.0160703728467654,0.0132675936815401,"151/1258/5331/23533/778/5330/23439/776/4638/146/3708",11,"UP000008167"
"hsa040203","hsa04020","Calcium signaling pathway","14/174","254/8843",0.000472658024904865,0.0160703728467654,0.0132675936815401,"6261/3270/5331/778/2065/5330/89869/113026/2911/776/4638/7422/146/3708",14,"UP000008167"
"hsa051303","hsa05130","Pathogenic Escherichia coli infection","12/174","203/8843",0.000650713283576833,0.0189636442642391,0.0156562594544802,"4691/10427/5063/84617/10382/10383/260334/347688/124908013/124908015/124908041/203068",12,"UP000008167"
"hsa041452","hsa04145","Phagosome","10/174","157/8843",0.00104136965356893,0.0265549261660078,0.0219235716540828,"84617/811/10382/10383/260334/347688/124908013/124908015/124908041/203068",10,"UP000008167"
"hsa049273","hsa04927","Cortisol synthesis and secretion","6/174","65/8843",0.00168238208328813,0.0350989815307073,0.0289774873318533,"3739/5331/778/5330/776/3708",6,"UP000008167"
