"","chromosome_name","mismatches","count","pathogen"
"282","X","3",3,"Reversed_Salivirus_A_UP000029742_12mer_3mis_hits.tsv"
"283","Auto","2",3,"Reversed_Sandfly_fever_sicilian_virus_UP000207632_12mer_3mis_hits.tsv"
"284","Auto","3",56,"Reversed_Sandfly_fever_sicilian_virus_UP000207632_12mer_3mis_hits.tsv"
"285","X","3",2,"Reversed_Sandfly_fever_sicilian_virus_UP000207632_12mer_3mis_hits.tsv"
"286","Auto","3",44,"Reversed_Sapporo_virus_UP000000667_12mer_3mis_hits.tsv"
"287","X","3",3,"Reversed_Sapporo_virus_UP000000667_12mer_3mis_hits.tsv"
"288","Auto","2",14,"Reversed_SARS_coronavirus_2_UP000464024_12mer_3mis_hits.tsv"
"289","Auto","3",229,"Reversed_SARS_coronavirus_2_UP000464024_12mer_3mis_hits.tsv"
"290","Mitochondrion","3",3,"Reversed_SARS_coronavirus_2_UP000464024_12mer_3mis_hits.tsv"
"291","X","2",1,"Reversed_SARS_coronavirus_2_UP000464024_12mer_3mis_hits.tsv"
"292","X","3",11,"Reversed_SARS_coronavirus_2_UP000464024_12mer_3mis_hits.tsv"
"293","Auto","2",1,"Reversed_Semliki_forest_virus_UP000000570_12mer_3mis_hits.tsv"
"294","Auto","3",51,"Reversed_Semliki_forest_virus_UP000000570_12mer_3mis_hits.tsv"
"295","Auto","2",2,"Reversed_Seoul_virus_UP000207620_12mer_3mis_hits.tsv"
"296","Auto","3",54,"Reversed_Seoul_virus_UP000207620_12mer_3mis_hits.tsv"
"297","X","3",4,"Reversed_Seoul_virus_UP000207620_12mer_3mis_hits.tsv"
"298","Auto","2",2,"Reversed_Simian_foamy_virus_UP000001063_12mer_3mis_hits.tsv"
"299","Auto","3",87,"Reversed_Simian_foamy_virus_UP000001063_12mer_3mis_hits.tsv"
"300","X","3",2,"Reversed_Simian_foamy_virus_UP000001063_12mer_3mis_hits.tsv"
"301","Auto","2",1,"Reversed_Simian_virus_5_UP000007232_12mer_3mis_hits.tsv"
"302","Auto","3",60,"Reversed_Simian_virus_5_UP000007232_12mer_3mis_hits.tsv"
"303","X","3",2,"Reversed_Simian_virus_5_UP000007232_12mer_3mis_hits.tsv"
"304","Auto","2",1,"Reversed_Sindbis_virus_UP000006710_12mer_3mis_hits.tsv"
"305","Auto","3",72,"Reversed_Sindbis_virus_UP000006710_12mer_3mis_hits.tsv"
"306","X","3",1,"Reversed_Sindbis_virus_UP000006710_12mer_3mis_hits.tsv"
"307","Auto","3",34,"Reversed_Southampton_virus_UP000007226_12mer_3mis_hits.tsv"
"308","X","3",6,"Reversed_Southampton_virus_UP000007226_12mer_3mis_hits.tsv"
"309","Auto","3",46,"Reversed_St._louis_encephalitis_virus_UP000171556_12mer_3mis_hits.tsv"
"310","X","3",2,"Reversed_St._louis_encephalitis_virus_UP000171556_12mer_3mis_hits.tsv"
"311","Y","3",1,"Reversed_St._louis_encephalitis_virus_UP000171556_12mer_3mis_hits.tsv"
"312","Auto","3",46,"Reversed_Tick-borne_powassan_virus_UP000006848_12mer_3mis_hits.tsv"
"313","Auto","2",1,"Reversed_Torque_teno_virus_UP000001448_12mer_3mis_hits.tsv"
"314","Auto","3",19,"Reversed_Torque_teno_virus_UP000001448_12mer_3mis_hits.tsv"
"315","X","3",1,"Reversed_Torque_teno_virus_UP000001448_12mer_3mis_hits.tsv"
"316","Auto","3",45,"Reversed_Toscana_virus_UP000142444_12mer_3mis_hits.tsv"
"317","X","3",2,"Reversed_Toscana_virus_UP000142444_12mer_3mis_hits.tsv"
"318","Auto","3",51,"Reversed_Uukuniemi_virus_UP000008595_12mer_3mis_hits.tsv"
"319","X","3",1,"Reversed_Uukuniemi_virus_UP000008595_12mer_3mis_hits.tsv"
"320","Auto","2",7,"Reversed_Vaccinia_virus_UP000000344_12mer_3mis_hits.tsv"
"321","Auto","3",579,"Reversed_Vaccinia_virus_UP000000344_12mer_3mis_hits.tsv"
"322","X","3",26,"Reversed_Vaccinia_virus_UP000000344_12mer_3mis_hits.tsv"
"323","Auto","2",11,"Reversed_Varicella-zoster_virus_UP000002602_12mer_3mis_hits.tsv"
"324","Auto","3",564,"Reversed_Varicella-zoster_virus_UP000002602_12mer_3mis_hits.tsv"
"325","X","3",12,"Reversed_Varicella-zoster_virus_UP000002602_12mer_3mis_hits.tsv"
"326","Auto","2",10,"Reversed_Variola_virus_UP000002060_12mer_3mis_hits.tsv"
"327","Auto","3",591,"Reversed_Variola_virus_UP000002060_12mer_3mis_hits.tsv"
"328","X","3",17,"Reversed_Variola_virus_UP000002060_12mer_3mis_hits.tsv"
"329","Auto","2",2,"Reversed_Venezuelan_equine_encephalitis_virus_UP000171441_12mer_3mis_hits.tsv"
"330","Auto","3",60,"Reversed_Venezuelan_equine_encephalitis_virus_UP000171441_12mer_3mis_hits.tsv"
"331","X","3",6,"Reversed_Venezuelan_equine_encephalitis_virus_UP000171441_12mer_3mis_hits.tsv"
"332","Auto","2",1,"Reversed_Vesicular_stomatitis_virus_UP000002327_12mer_3mis_hits.tsv"
"333","Auto","3",49,"Reversed_Vesicular_stomatitis_virus_UP000002327_12mer_3mis_hits.tsv"
"334","X","3",1,"Reversed_Vesicular_stomatitis_virus_UP000002327_12mer_3mis_hits.tsv"
"335","Auto","2",3,"Reversed_West_Nile_virus_UP000136458_12mer_3mis_hits.tsv"
"336","Auto","3",64,"Reversed_West_Nile_virus_UP000136458_12mer_3mis_hits.tsv"
"337","X","3",2,"Reversed_West_Nile_virus_UP000136458_12mer_3mis_hits.tsv"
"338","Auto","2",1,"Reversed_Western_equine_encephalitis_virus_UP000128494_12mer_3mis_hits.tsv"
"339","Auto","3",55,"Reversed_Western_equine_encephalitis_virus_UP000128494_12mer_3mis_hits.tsv"
"340","X","3",1,"Reversed_Western_equine_encephalitis_virus_UP000128494_12mer_3mis_hits.tsv"
"341","Auto","3",42,"Reversed_WU_polyomavirus_UP000118542_12mer_3mis_hits.tsv"
"342","X","3",1,"Reversed_WU_polyomavirus_UP000118542_12mer_3mis_hits.tsv"
"343","Auto","2",14,"Reversed_Yaba_monkey_tumor_virus_UP000008596_12mer_3mis_hits.tsv"
"344","Auto","3",536,"Reversed_Yaba_monkey_tumor_virus_UP000008596_12mer_3mis_hits.tsv"
"345","X","2",1,"Reversed_Yaba_monkey_tumor_virus_UP000008596_12mer_3mis_hits.tsv"
"346","X","3",14,"Reversed_Yaba_monkey_tumor_virus_UP000008596_12mer_3mis_hits.tsv"
"347","Auto","2",14,"Reversed_Yaba-like_disease_virus_UP000136581_12mer_3mis_hits.tsv"
"348","Auto","3",522,"Reversed_Yaba-like_disease_virus_UP000136581_12mer_3mis_hits.tsv"
"349","Mitochondrion","3",1,"Reversed_Yaba-like_disease_virus_UP000136581_12mer_3mis_hits.tsv"
"350","X","3",18,"Reversed_Yaba-like_disease_virus_UP000136581_12mer_3mis_hits.tsv"
"351","Auto","2",2,"Reversed_Yellow_fever_virus_UP000000360_12mer_3mis_hits.tsv"
"352","Auto","3",55,"Reversed_Yellow_fever_virus_UP000000360_12mer_3mis_hits.tsv"
"353","X","3",5,"Reversed_Yellow_fever_virus_UP000000360_12mer_3mis_hits.tsv"
"354","Auto","2",2,"Reversed_Zika_virus_UP000054557_12mer_3mis_hits.tsv"
"355","Auto","3",62,"Reversed_Zika_virus_UP000054557_12mer_3mis_hits.tsv"
"356","X","3",1,"Reversed_Zika_virus_UP000054557_12mer_3mis_hits.tsv"
