"","viral_id","Proteome.ID","Pathogen","smooth_curve","mean","percent_of_protein"
"571","P0CK53","UP000153037","Epstein-Barr virus","Herpesviridae",2.25,2.46153846153846
"572","P0CK56","UP000153037","Epstein-Barr virus","Herpesviridae",1,3.73831775700935
"573","P0CK58","UP000153037","Epstein-Barr virus","Herpesviridae",1,1.91387559808612
"574","P0CK64","UP000009255","Influenza A virus","Other",1.125,3.3195020746888
"575","P0DJX0","UP000008167","Human adenovirus C serotype 2","Other",1.14285714285714,5.88235294117647
"576","P0DJX1","UP000008167","Human adenovirus C serotype 2","Other",1.66666666666667,12.5
"577","P0DJX2","UP000008167","Human adenovirus C serotype 2","Other",1,5.8252427184466
"578","P0DJX6","UP000002319","Encephalomyocarditis virus","Other",1,0.854700854700855
"579","P0DJX8","UP000008663","Mengo encephalomyocarditis virus","Other",1,1.69491525423729
"580","P0DJY9","UP000006624","Human parvovirus B19","Other",1.2,7.93650793650794
"581","P0DJZ0","UP000006624","Human parvovirus B19","Other",2.57142857142857,8.43373493975904
"582","P0DKA0","UP000009251","Human papillomavirus type 16","Other",1,0.602409638554217
"583","P0DOE0","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.492610837438424
"584","P0DOE1","UP000006930","Human herpesvirus 6B (strain Z29)","Herpesviridae",1.75,2.33918128654971
"585","P0DOG6","UP000009255","Influenza A virus","Other",1.11111111111111,1.80360721442886
"586","P0DOH8","UP000007214","Japanese encephalitis virus","Other",1,1.60067396798652
"587","P0DOI3","UP000107189","KI Polyomavirus","Other",1,1.08991825613079
"588","P0DOI6","UP000107189","KI Polyomavirus","Other",1.18181818181818,1.74603174603175
"589","P0DOI9","UP000107189","KI Polyomavirus","Other",1,0.555555555555556
"590","P0DOJ2","UP000107189","KI Polyomavirus","Other",1.05263157894737,4.88431876606684
"591","P0DOK0","UP000006710","Sindbis virus","Other",1.33333333333333,4.07407407407407
"592","P0DOK1","UP000000569","Chikungunya virus","Other",1.1,2.460024600246
"593","P0DOK9","UP000002060","Variola virus","Poxviridae",10.6875,6.17977528089888
"594","P0DOL1","UP000002060","Variola virus","Poxviridae",1.18181818181818,1.24858115777526
"595","P0DOL3","UP000002060","Variola virus","Poxviridae",1,1.45631067961165
"596","P0DOL5","UP000002060","Variola virus","Poxviridae",1,3.57142857142857
"597","P0DOL9","UP000002060","Variola virus","Poxviridae",1,2.69541778975741
"598","P0DOM1","UP000002060","Variola virus","Poxviridae",1,0.854700854700855
"599","P0DOM3","UP000002060","Variola virus","Poxviridae",1.66666666666667,9
"600","P0DOM5","UP000002060","Variola virus","Poxviridae",1.125,1.26382306477093
"601","P0DOM7","UP000002060","Variola virus","Poxviridae",1,1.80722891566265
"602","P0DOM9","UP000002060","Variola virus","Poxviridae",1,2.63157894736842
"603","P0DON3","UP000002060","Variola virus","Poxviridae",1.25,6.45161290322581
"604","P0DON5","UP000002060","Variola virus","Poxviridae",1,4.44444444444444
"605","P0DON7","UP000002060","Variola virus","Poxviridae",1,0.740740740740741
"606","P0DON9","UP000002060","Variola virus","Poxviridae",1.2,1.59744408945687
"607","P0DOO1","UP000002060","Variola virus","Poxviridae",1,1.80392156862745
"608","P0DOO3","UP000002060","Variola virus","Poxviridae",1,5.17560073937153
"609","P0DOO5","UP000002060","Variola virus","Poxviridae",1.05882352941176,1.7102615694165
"610","P0DOO7","UP000002060","Variola virus","Poxviridae",1,1.20481927710843
"611","P0DOO9","UP000002060","Variola virus","Poxviridae",1,3.00429184549356
"612","P0DOP1","UP000002060","Variola virus","Poxviridae",1.22222222222222,3.46153846153846
"613","P0DOP3","UP000002060","Variola virus","Poxviridae",1.2,3.87596899224806
"614","P0DOP5","UP000002060","Variola virus","Poxviridae",1,2.62390670553936
"615","P0DOP7","UP000002060","Variola virus","Poxviridae",1,0.956937799043062
"616","P0DOP9","UP000002060","Variola virus","Poxviridae",1.3,7.75193798449612
"617","P0DOQ1","UP000002060","Variola virus","Poxviridae",1,7.35294117647059
"618","P0DOQ3","UP000002060","Variola virus","Poxviridae",1,0.645161290322581
"619","P0DOQ5","UP000002060","Variola virus","Poxviridae",1.66666666666667,1.875
"620","P0DOQ7","UP000002060","Variola virus","Poxviridae",1.11111111111111,2.92207792207792
"621","P0DOQ9","UP000002060","Variola virus","Poxviridae",1.28571428571429,7.21649484536082
"622","P0DOR2","UP000002060","Variola virus","Poxviridae",1,0.813008130081301
"623","P0DOR3","UP000002060","Variola virus","Poxviridae",1,3.2258064516129
"624","P0DOR5","UP000002060","Variola virus","Poxviridae",1.16666666666667,3.125
"625","P0DOR9","UP000002060","Variola virus","Poxviridae",1,1.63934426229508
"626","P0DOS2","UP000002060","Variola virus","Poxviridae",1,2.22222222222222
"627","P0DOS5","UP000002060","Variola virus","Poxviridae",5.66666666666667,1.70454545454545
"628","P0DOS7","UP000002060","Variola virus","Poxviridae",1,1.21580547112462
"629","P0DOS9","UP000002060","Variola virus","Poxviridae",1.125,1.37931034482759
"630","P0DOT1","UP000002060","Variola virus","Poxviridae",1,0.60790273556231
"631","P0DOT3","UP000002060","Variola virus","Poxviridae",1.42857142857143,3.8781163434903
"632","P0DOT5","UP000002060","Variola virus","Poxviridae",1.125,3.75586854460094
"633","P0DOT7","UP000002060","Variola virus","Poxviridae",1,0.836820083682008
"634","P0DOU1","UP000002060","Variola virus","Poxviridae",1,1.70940170940171
"635","P0DOU3","UP000002060","Variola virus","Poxviridae",1,0.649350649350649
"636","P0DOU5","UP000002060","Variola virus","Poxviridae",1,2.47524752475248
"637","P0DOU7","UP000002060","Variola virus","Poxviridae",1,0.572246065808298
"638","P0DSP6","UP000002060","Variola virus","Poxviridae",1,0.185185185185185
"639","P0DSP7","UP000002060","Variola virus","Poxviridae",1,0.483091787439614
"640","P0DSP9","UP000002060","Variola virus","Poxviridae",2,1.08303249097473
"641","P0DSQ3","UP000002060","Variola virus","Poxviridae",1,2.53164556962025
"642","P0DSR1","UP000002060","Variola virus","Poxviridae",1,1.10803324099723
"643","P0DSR3","UP000002060","Variola virus","Poxviridae",1,0.892857142857143
"644","P0DSR5","UP000002060","Variola virus","Poxviridae",1.91666666666667,2.13143872113677
"645","P0DSR9","UP000002060","Variola virus","Poxviridae",1,0.269541778975741
"646","P0DSS1","UP000002060","Variola virus","Poxviridae",1,5.88235294117647
"647","P0DSS5","UP000002060","Variola virus","Poxviridae",1.2,2.36406619385343
"648","P0DSS7","UP000002060","Variola virus","Poxviridae",1,63.3116883116883
"649","P0DSS9","UP000002060","Variola virus","Poxviridae",1.73333333333333,2.55941499085923
"650","P0DST1","UP000002060","Variola virus","Poxviridae",1,2.33236151603499
"651","P0DST3","UP000002060","Variola virus","Poxviridae",1.09090909090909,0.954032957502168
"652","P0DST5","UP000002060","Variola virus","Poxviridae",1.28571428571429,2.63157894736842
"653","P0DST7","UP000002060","Variola virus","Poxviridae",1,1.16279069767442
"654","P0DSU1","UP000002060","Variola virus","Poxviridae",1,0.555555555555556
"655","P0DSU3","UP000002060","Variola virus","Poxviridae",1,0.619195046439629
"656","P0DSU5","UP000002060","Variola virus","Poxviridae",1.3,3.00751879699248
"657","P0DSU7","UP000002060","Variola virus","Poxviridae",1.5,3.84615384615385
"658","P0DSU9","UP000002060","Variola virus","Poxviridae",1,1.36363636363636
"659","P0DSV1","UP000002060","Variola virus","Poxviridae",1,44.8684210526316
"660","P0DSV5","UP000002060","Variola virus","Poxviridae",1.46153846153846,6.18556701030928
"661","P0DSV7","UP000002060","Variola virus","Poxviridae",1,1.4792899408284
"662","P0DSV9","UP000002060","Variola virus","Poxviridae",1,0.72463768115942
"663","P0DSW1","UP000002060","Variola virus","Poxviridae",1.33333333333333,5.26315789473684
"664","P0DSW3","UP000002060","Variola virus","Poxviridae",2.95454545454545,4.5045045045045
"665","P0DSW5","UP000002060","Variola virus","Poxviridae",2,1.63934426229508
"666","P0DSW9","UP000002060","Variola virus","Poxviridae",1,1.25
"667","P0DSX1","UP000002060","Variola virus","Poxviridae",1.16666666666667,1.07913669064748
"668","P0DSX3","UP000002060","Variola virus","Poxviridae",1,2.06896551724138
"669","P0DSX5","UP000002060","Variola virus","Poxviridae",1.125,0.960384153661465
"670","P0DSX7","UP000002060","Variola virus","Poxviridae",1,0.740740740740741
"671","P0DSX9","UP000002060","Variola virus","Poxviridae",1,3.33333333333333
"672","P0DSY1","UP000002060","Variola virus","Poxviridae",1,3.07167235494881
"673","P0DSY3","UP000002060","Variola virus","Poxviridae",1,0.884955752212389
"674","P0DSY5","UP000002060","Variola virus","Poxviridae",1,0.543478260869565
"675","P0DSY7","UP000002060","Variola virus","Poxviridae",1,0.381679389312977
"676","P0DSY9","UP000002060","Variola virus","Poxviridae",1,2.80898876404494
"677","P0DSZ1","UP000002060","Variola virus","Poxviridae",2,1.4792899408284
"678","P0DSZ3","UP000002060","Variola virus","Poxviridae",1,1.99004975124378
"679","P0DSZ5","UP000002060","Variola virus","Poxviridae",1,1.45228215767635
"680","P0DTA1","UP000002060","Variola virus","Poxviridae",1,2.63157894736842
"681","P0DTB3","UP000000356","Poliovirus type 1","Other",1,11.1111111111111
"682","P0DTC1","UP000464024","SARS coronavirus 2","Other",2.38541666666667,2.13928083750569
"683","P0DTC2","UP000464024","SARS coronavirus 2","Other",1.18181818181818,1.743264659271
"684","P0DTC3","UP000464024","SARS coronavirus 2","Other",1.25,1.51515151515152
"685","P0DTC4","UP000464024","SARS coronavirus 2","Other",1.14285714285714,10.9375
"686","P0DTC5","UP000464024","SARS coronavirus 2","Other",1,0.4739336492891
"687","P0DTC8","UP000464024","SARS coronavirus 2","Other",1,0.909090909090909
"688","P0DTC9","UP000464024","SARS coronavirus 2","Other",3.18421052631579,8.33333333333333
"689","P0DTD1","UP000464024","SARS coronavirus 2","Other",2.25409836065574,1.69371912491179
"690","P0DTD2","UP000464024","SARS coronavirus 2","Other",1.14285714285714,8.13953488372093
"691","P0DTD3","UP000464024","SARS coronavirus 2","Other",1,8.06451612903226
"692","P0DTD8","UP000464024","SARS coronavirus 2","Other",1.625,21.875
"693","P0DTG0","UP000464024","SARS coronavirus 2","Other",1,4.34782608695652
"694","P0DTG1","UP000464024","SARS coronavirus 2","Other",1.14285714285714,23.3333333333333
"695","P0DTH5","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.08333333333333,3.28767123287671
"696","P0DTP6","UP000002060","Variola virus","Poxviridae",1,0.963855421686747
"697","P0DTP8","UP000002060","Variola virus","Poxviridae",1,1.81818181818182
"698","P10185","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,0.938967136150235
"699","P10186","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.6304347826087,12.3839009287926
"700","P10187","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,0.446428571428571
"701","P10188","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,3.19148936170213
"702","P10189","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.32258064516129,3.55912743972445
"703","P10190","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",2.71794871794872,5.41353383458647
"704","P10191","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.25,2.80701754385965
"705","P10192","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.54901960784314,6.63058186738836
"706","P10193","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.68965517241379,3.45238095238095
"707","P10200","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",2.21739130434783,4.97237569060773
"708","P10201","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.2093023255814,6.06936416184971
"709","P10202","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,3.25732899022801
"710","P10204","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",2,0.947867298578199
"711","P10205","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",2.14285714285714,6.48854961832061
"712","P10208","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.375,3.10077519379845
"713","P10209","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.88636363636364,7.73286467486819
"714","P10210","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",4.12962962962963,8.49358974358974
"715","P10211","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.86363636363636,6.83090705487122
"716","P10212","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.18181818181818,5.29715762273902
"717","P10215","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,1.69491525423729
"718","P10216","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",8.34285714285714,5.2991452991453
"719","P10217","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,2.52100840336134
"720","P10218","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.42857142857143,5.3030303030303
"721","P10219","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,3.96039603960396
"722","P10220","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",6.98899082568807,11.3542657786235
"723","P10221","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.04255319148936,4.22661870503597
"724","P10224","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,6.0790273556231
"725","P10225","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.24,4.60251046025105
"726","P10226","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.06666666666667,6.28930817610063
"727","P10227","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",4.76923076923077,9.11330049261084
"728","P10228","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.38709677419355,6.2
"729","P10229","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,4.34782608695652
"730","P10230","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",2.16666666666667,4.80905233380481
"731","P10231","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.14705882352941,4.98533724340176
"732","P10233","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.69444444444444,12.4137931034483
"733","P10234","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.15384615384615,3.61111111111111
"734","P10235","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.13333333333333,6.43776824034335
"735","P10236","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.15384615384615,2.48328557784145
"736","P10238","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",4.05357142857143,9.18163672654691
"737","P10239","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1,1.71428571428571
"738","P10240","UP000009294","Human herpesvirus 1 (strain 17)","Herpesviridae",1.125,7.17488789237668
"739","P11158","UP000000344","Vaccinia virus","Poxviridae",1.00970873786408,66.8831168831169
"740","P11207","UP000007232","Simian virus 5","Other",1,0.947867298578199
"741","P11208","UP000007232","Simian virus 5","Other",1,1.5748031496063
"742","P11211","UP000008448","Chandipura virus","Other",1,2.18978102189781
"743","P11213","UP000008649","Rabies virus","Other",1.02083333333333,2.25246363209761
"744","P11235","UP000002331","Mumps virus","Other",1,0.875656742556918
"745","P11236","UP000002331","Mumps virus","Other",1,1.32827324478178
"746","P11258","UP000000344","Vaccinia virus","Poxviridae",1,8.08080808080808
"747","P12296","UP000008663","Mengo encephalomyocarditis virus","Other",1.10869565217391,2.01577563540754
"748","P12848","UP000000344","Vaccinia virus","Poxviridae",1.0028901734104,45.1315789473684
"749","P12888","UP000153037","Epstein-Barr virus","Herpesviridae",1,0.819672131147541
"750","P12923","UP000000344","Vaccinia virus","Poxviridae",1.2,3.87596899224806
"751","P12924","UP000000344","Vaccinia virus","Poxviridae",1,4.41176470588235
"752","P12926","UP000000344","Vaccinia virus","Poxviridae",1,1.21359223300971
"753","P12927","UP000000344","Vaccinia virus","Poxviridae",1.34782608695652,3.45864661654135
"754","P12977","UP000153037","Epstein-Barr virus","Herpesviridae",1.3,5.35905680600214
"755","P12978","UP000153037","Epstein-Barr virus","Herpesviridae",89.4901960784314,17.6470588235294
"756","P13179","UP000008448","Chandipura virus","Other",1.05555555555556,0.864968765016819
"757","P13180","UP000008448","Chandipura virus","Other",1,1.15606936416185
"758","P13285","UP000153037","Epstein-Barr virus","Herpesviridae",2.23611111111111,14.40329218107
"759","P13287","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",2.38235294117647,6.80851063829787
"760","P13288","UP000153037","Epstein-Barr virus","Herpesviridae",1.25,2.87081339712919
"761","P13290","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1.88,10.6104651162791
"762","P13291","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1.13953488372093,11.6343490304709
"763","P13292","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1,2.14285714285714
"764","P13293","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1,4.93827160493827
"765","P13294","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1,2.35294117647059
"766","P13699","UP000002473","Lassa virus","Other",1,2.32974910394265
"767","P13886","UP000008868","Onyong-nyong virus","Other",1,1.15860966839792
"768","P13887","UP000006579","Ross river virus","Other",1.125,2.26812474686108
"769","P13889","UP000000571","Rubella virus","Other",4.12068965517241,5.22565320665083
"770","P13890","UP000006579","Ross river virus","Other",1.42424242424242,2.49396621078037
"771","P14074","UP000001061","Human T-cell leukemia virus 1","Other",1.80555555555556,5.46875
"772","P14075","UP000001061","Human T-cell leukemia virus 1","Other",1.05,4.19287211740042
"773","P14076","UP000001061","Human T-cell leukemia virus 1","Other",2.03846153846154,5.98086124401914
"774","P14078","UP000001061","Human T-cell leukemia virus 1","Other",1.47945205479452,4.96209510682288
"775","P14079","UP000001061","Human T-cell leukemia virus 1","Other",1,1.75438596491228
"776","P14239","UP000127886","Junin mammarenavirus","Other",1,2.35081374321881
"777","P14240","UP000002474","Lymphocytic choriomeningitis virus","Other",1.27450980392157,2.31923601637108
"778","P14269","UP000008167","Human adenovirus C serotype 2","Other",1,7.2463768115942
"779","P14335","UP000138183","Kunjin virus","Other",1.1375,2.33781414377557
"780","P14345","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1,9.33333333333333
"781","P14347","UP000153037","Epstein-Barr virus","Herpesviridae",1.05882352941176,5.86206896551724
"782","P14348","UP000153037","Epstein-Barr virus","Herpesviridae",7.09375,17.5757575757576
"783","P14349","UP000138352","Human spumaretrovirus","Other",1.44186046511628,6.75039246467818
"784","P14350","UP000138352","Human spumaretrovirus","Other",1,1.32508833922261
"785","P14351","UP000138352","Human spumaretrovirus","Other",1,1.12474437627812
"786","P14353","UP000138352","Human spumaretrovirus","Other",1,1.3840830449827
"787","P14355","UP000138352","Human spumaretrovirus","Other",1,1.34228187919463
"788","P14356","UP000000344","Vaccinia virus","Poxviridae",2.08333333333333,4.98915401301518
"789","P15058","UP000000344","Vaccinia virus","Poxviridae",1.4,4.3859649122807
"790","P15059","UP000000344","Vaccinia virus","Poxviridae",2.29032258064516,7.18562874251497
"791","P15130","UP000006716","Human coronavirus 229E (HCoV-229E)","Other",4.22727272727273,4.76190476190476
"792","P15133","UP000008167","Human adenovirus C serotype 2","Other",1.28571428571429,8.75
"793","P15422","UP000006716","Human coronavirus 229E (HCoV-229E)","Other",1.5,2.80373831775701
"794","P15423","UP000006716","Human coronavirus 229E (HCoV-229E)","Other",1.11764705882353,1.46299483648881
"795","P16272","UP000000344","Vaccinia virus","Poxviridae",1,6.6543438077634
"796","P16380","UP000008448","Chandipura virus","Other",2.6875,5.67375886524823
"797","P16494","UP000002476","Bunyamwera virus","Other",2,1.11111111111111
"798","P16495","UP000002476","Bunyamwera virus","Other",1,3.6036036036036
"799","P16595","UP000002331","Mumps virus","Other",1.05263157894737,5
"800","P16629","UP000007232","Simian virus 5","Other",1,1.09289617486339
"801","P16710","UP000000344","Vaccinia virus","Poxviridae",1,0.546448087431694
"802","P16712","UP000000344","Vaccinia virus","Poxviridae",1,1.03734439834025
"803","P16713","UP000000344","Vaccinia virus","Poxviridae",1.125,1.37931034482759
"804","P16714","UP000000344","Vaccinia virus","Poxviridae",1,4.31893687707641
"805","P16715","UP000000344","Vaccinia virus","Poxviridae",1.22222222222222,1.02272727272727
"806","P16913","UP000000344","Vaccinia virus","Poxviridae",1.14814814814815,8.30449826989619
"807","P17356","UP000000344","Vaccinia virus","Poxviridae",5.0625,24.4897959183673
"808","P17357","UP000000344","Vaccinia virus","Poxviridae",1,0.869565217391304
"809","P17358","UP000000344","Vaccinia virus","Poxviridae",1,3.03030303030303
"810","P17359","UP000000344","Vaccinia virus","Poxviridae",3.85714285714286,11.6666666666667
"811","P17361","UP000000344","Vaccinia virus","Poxviridae",1,1.88679245283019
"812","P17362","UP000000344","Vaccinia virus","Poxviridae",1.33333333333333,2.14285714285714
"813","P17364","UP000000344","Vaccinia virus","Poxviridae",1,1.80722891566265
"814","P17365","UP000000344","Vaccinia virus","Poxviridae",1,1.11731843575419
"815","P17366","UP000000344","Vaccinia virus","Poxviridae",1.5,3.46820809248555
"816","P17367","UP000000344","Vaccinia virus","Poxviridae",1,1.03626943005181
"817","P17368","UP000000344","Vaccinia virus","Poxviridae",1,1.37614678899083
"818","P17369","UP000000344","Vaccinia virus","Poxviridae",1.58333333333333,4.86725663716814
"819","P17370","UP000000344","Vaccinia virus","Poxviridae",1.2,1.63934426229508
"820","P17371","UP000000344","Vaccinia virus","Poxviridae",1.2,0.998003992015968
"821","P17372","UP000000344","Vaccinia virus","Poxviridae",1.3125,2.56821829855538
"822","P17474","UP000152733","Cowpox virus","Poxviridae",1.08333333333333,1.040763226366
"823","P17763","UP000002500","Dengue virus type 1","Other",1.46031746031746,1.86335403726708
"824","P17887","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.49925037481259
"825","P18092","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1,4.0650406504065
"826","P18093","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",2.77777777777778,9.78260869565217
"827","P18094","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1.23076923076923,3.06242638398115
"828","P18095","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1.03846153846154,5.09803921568627
"829","P18096","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1.05084745762712,3.83365821962313
"830","P18097","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1.33333333333333,2.94117647058824
"831","P18098","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",1,1.68067226890756
"832","P18099","UP000002242","Human immunodeficiency virus type 2 subtype A","Other",8.8,7.84313725490196
"833","P18272","UP000007209","Zaire ebolavirus","Other",1.05263157894737,2.60989010989011
"834","P18377","UP000000344","Vaccinia virus","Poxviridae",1.18840579710145,13.5593220338983
"835","P18378","UP000000344","Vaccinia virus","Poxviridae",1,5.19480519480519
"836","P18379","UP000000344","Vaccinia virus","Poxviridae",1,12.1212121212121
"837","P18380","UP000000344","Vaccinia virus","Poxviridae",1,0.813008130081301
"838","P18384","UP000000344","Vaccinia virus","Poxviridae",1,2.23463687150838
"839","P18541","UP000002474","Lymphocytic choriomeningitis virus","Other",1.66666666666667,3.79746835443038
"840","P19739","UP000006716","Human coronavirus 229E (HCoV-229E)","Other",1,2.45901639344262
"841","P19740","UP000006716","Human coronavirus 229E (HCoV-229E)","Other",1,1.2987012987013
"842","P20470","UP000002476","Bunyamwera virus","Other",1.10714285714286,1.25729681185451
"843","P20636","UP000000344","Vaccinia virus","Poxviridae",1,0.572246065808298
"844","P21117","UP000000344","Vaccinia virus","Poxviridae",1,3.7037037037037
"845","P21186","UP000002331","Mumps virus","Other",1.31818181818182,4.08921933085502
"846","P21401","UP000002477","Rift valley fever virus","Other",1,1.5177065767285
"847","P21603","UP000000344","Vaccinia virus","Poxviridae",1.5,3.2258064516129
"848","P21604","UP000000344","Vaccinia virus","Poxviridae",1.22222222222222,1.2396694214876
"849","P21605","UP000000344","Vaccinia virus","Poxviridae",1,4.46927374301676
"850","P21606","UP000000344","Vaccinia virus","Poxviridae",1,1.51515151515152
"851","P21607","UP000000344","Vaccinia virus","Poxviridae",1,0.899280575539568
"852","P21698","UP000002477","Rift valley fever virus","Other",1.14285714285714,2.75590551181102
"853","P21700","UP000002477","Rift valley fever virus","Other",1,0.854700854700855
"854","P22025","UP000008595","Uukuniemi virus","Other",1,3.29218106995885
"855","P22056","UP000008868","Onyong-nyong virus","Other",1.19047619047619,1.69902912621359
"856","P22112","UP000002331","Mumps virus","Other",1,6.52173913043478
"857","P22338","UP000007644","Louping ill virus","Other",1.2962962962963,2.38025271818983
"858","P22485","UP000001874","Human herpesvirus 2 (strain HG52)","Herpesviridae",1.07692307692308,3.97553516819572
"859","P23371","UP000000344","Vaccinia virus","Poxviridae",1,0.854700854700855
"860","P23372","UP000000344","Vaccinia virus","Poxviridae",1,0.381679389312977
"861","P23373","UP000000344","Vaccinia virus","Poxviridae",1,2.38095238095238
"862","P23456","UP000008627","Hantaan virus","Other",1.03030303030303,1.54205607476635
"863","P24356","UP000000344","Vaccinia virus","Poxviridae",1,0.930232558139535
"864","P24357","UP000000344","Vaccinia virus","Poxviridae",1.22222222222222,1.91897654584222
"865","P24358","UP000000344","Vaccinia virus","Poxviridae",1.07142857142857,4.18006430868167
"866","P24359","UP000000344","Vaccinia virus","Poxviridae",1,5.79710144927536
"867","P24360","UP000000344","Vaccinia virus","Poxviridae",1.25,7.40740740740741
"868","P24361","UP000000344","Vaccinia virus","Poxviridae",1,1.99004975124378
"869","P24362","UP000000344","Vaccinia virus","Poxviridae",1.33333333333333,4.41176470588235
"870","P24433","UP000009295","Human herpesvirus 6A","Herpesviridae",1.07692307692308,2.51450676982592
"871","P24434","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.223713646532438
"872","P24435","UP000009295","Human herpesvirus 6A","Herpesviridae",1.14285714285714,1.66270783847981
"873","P24436","UP000009295","Human herpesvirus 6A","Herpesviridae",1.25,2.80701754385965
"874","P24437","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.05124835742444
"875","P24438","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.884955752212389
"876","P24439","UP000009295","Human herpesvirus 6A","Herpesviridae",1,6.75675675675676
"877","P24440","UP000009295","Human herpesvirus 6A","Herpesviridae",1.33333333333333,1.46341463414634
"878","P24441","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.928074245939675
"879","P24443","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.06707317073171
"880","P24444","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.584795321637427
"881","P24445","UP000009295","Human herpesvirus 6A","Herpesviridae",1,1.94174757281553
"882","P24446","UP000009295","Human herpesvirus 6A","Herpesviridae",2,2.54083484573503
"883","P24447","UP000009295","Human herpesvirus 6A","Herpesviridae",1,0.838574423480084
"884","P24448","UP000009295","Human herpesvirus 6A","Herpesviridae",1,3.03030303030303
"885","P24756","UP000000344","Vaccinia virus","Poxviridae",1,1.08695652173913
"886","P24757","UP000000344","Vaccinia virus","Poxviridae",1,0.680272108843537
"887","P24758","UP000000344","Vaccinia virus","Poxviridae",1,2.45398773006135
"888","P24759","UP000000344","Vaccinia virus","Poxviridae",1.16393442622951,7.98319327731092
"889","P24761","UP000000344","Vaccinia virus","Poxviridae",1,1.27388535031847
"890","P24762","UP000000344","Vaccinia virus","Poxviridae",1,0.396825396825397
"891","P24763","UP000000344","Vaccinia virus","Poxviridae",1.33333333333333,2.25563909774436
"892","P24764","UP000000344","Vaccinia virus","Poxviridae",1,0.352112676056338
"893","P24768","UP000000344","Vaccinia virus","Poxviridae",1,2.35081374321881
