"","query_seqname","mismatches","count","Proteome ID","PLength"
"1","sp|D5SGZ8|AAP_AAV2S",2,5,"UP000180764",204
"880","tr|Q0GNQ9|Q0GNQ9_HSPV",3,7,"UP000111173",80
"881","tr|Q0GNR0|Q0GNR0_HSPV",0,3,"UP000111173",552
"882","tr|Q0GNR0|Q0GNR0_HSPV",1,1,"UP000111173",552
"883","tr|Q0GNR0|Q0GNR0_HSPV",2,1,"UP000111173",552
"884","tr|Q0GNR1|Q0GNR1_HSPV",1,1,"UP000111173",162
"885","tr|Q0GNR1|Q0GNR1_HSPV",2,9,"UP000111173",162
"886","tr|Q0GNR2|Q0GNR2_HSPV",2,1,"UP000111173",204
"887","tr|Q0GNR3|Q0GNR3_HSPV",2,1,"UP000111173",244
"888","tr|Q0GNR4|Q0GNR4_HSPV",2,2,"UP000111173",240
"889","tr|Q0GNR5|Q0GNR5_HSPV",0,1,"UP000111173",125
"890","tr|Q0GNR5|Q0GNR5_HSPV",1,3,"UP000111173",125
"891","tr|Q0GNR5|Q0GNR5_HSPV",2,4,"UP000111173",125
"892","tr|Q0GNR6|Q0GNR6_HSPV",1,1,"UP000111173",346
"893","tr|Q0GNR6|Q0GNR6_HSPV",2,5,"UP000111173",346
"894","tr|Q0GNR7|Q0GNR7_HSPV",2,2,"UP000111173",195
"895","tr|Q0GNR7|Q0GNR7_HSPV",3,1,"UP000111173",195
"896","tr|Q0GNS0|Q0GNS0_HSPV",2,1,"UP000111173",165
"897","tr|Q0GNS1|Q0GNS1_HSPV",2,8,"UP000111173",326
"898","tr|Q0GNS1|Q0GNS1_HSPV",3,4,"UP000111173",326
"899","tr|Q0GNS5|Q0GNS5_HSPV",1,2,"UP000111173",223
"900","tr|Q0GNS5|Q0GNS5_HSPV",2,3,"UP000111173",223
"901","tr|Q0GNS6|Q0GNS6_HSPV",1,1,"UP000111173",176
"902","tr|Q0GNS6|Q0GNS6_HSPV",2,5,"UP000111173",176
"903","tr|Q0GNS7|Q0GNS7_HSPV",2,3,"UP000111173",168
"904","tr|Q0GNS8|Q0GNS8_HSPV",1,2,"UP000111173",185
"905","tr|Q0GNS8|Q0GNS8_HSPV",2,4,"UP000111173",185
"906","tr|Q0GNS9|Q0GNS9_HSPV",2,3,"UP000111173",270
"907","tr|Q0GNT1|Q0GNT1_HSPV",2,2,"UP000111173",77
"908","tr|Q0GNT2|Q0GNT2_HSPV",2,12,"UP000111173",305
"909","tr|Q0GNT2|Q0GNT2_HSPV",3,2,"UP000111173",305
"910","tr|Q0GNT3|Q0GNT3_HSPV",2,8,"UP000111173",146
"911","tr|Q0GNT5|Q0GNT5_HSPV",1,6,"UP000111173",501
"912","tr|Q0GNT5|Q0GNT5_HSPV",2,19,"UP000111173",501
"913","tr|Q0GNT6|Q0GNT6_HSPV",1,4,"UP000111173",725
"914","tr|Q0GNT6|Q0GNT6_HSPV",2,11,"UP000111173",725
"915","tr|Q0GNT7|Q0GNT7_HSPV",1,1,"UP000111173",175
"916","tr|Q0GNT7|Q0GNT7_HSPV",2,3,"UP000111173",175
"917","tr|Q0GNT8|Q0GNT8_HSPV",1,1,"UP000111173",203
"918","tr|Q0GNT8|Q0GNT8_HSPV",2,3,"UP000111173",203
"919","tr|Q0GNU0|Q0GNU0_HSPV",2,18,"UP000111173",1164
"920","tr|Q0GNU0|Q0GNU0_HSPV",3,2,"UP000111173",1164
"921","tr|Q0GNU1|Q0GNU1_HSPV",2,13,"UP000111173",382
"922","tr|Q0GNU2|Q0GNU2_HSPV",2,3,"UP000111173",176
"923","tr|Q0GNU3|Q0GNU3_HSPV",2,5,"UP000111173",426
"924","tr|Q0GNU4|Q0GNU4_HSPV",2,1,"UP000111173",117
"925","tr|Q0GNU6|Q0GNU6_HSPV",1,2,"UP000111173",493
"926","tr|Q0GNU6|Q0GNU6_HSPV",2,2,"UP000111173",493
"927","tr|Q0GNU7|Q0GNU7_HSPV",2,2,"UP000111173",203
"928","tr|Q0GNU8|Q0GNU8_HSPV",2,1,"UP000111173",378
"929","tr|Q0GNU9|Q0GNU9_HSPV",2,3,"UP000111173",94
"930","tr|Q0GNV1|Q0GNV1_HSPV",2,2,"UP000111173",90
"931","tr|Q0GNV1|Q0GNV1_HSPV",3,1,"UP000111173",90
"932","tr|Q0GNV3|Q0GNV3_HSPV",2,13,"UP000111173",191
"933","tr|Q0GNV3|Q0GNV3_HSPV",3,2,"UP000111173",191
"934","tr|Q0GNV4|Q0GNV4_HSPV",1,4,"UP000111173",318
"935","tr|Q0GNV4|Q0GNV4_HSPV",2,14,"UP000111173",318
"936","tr|Q0GNV5|Q0GNV5_HSPV",1,4,"UP000111173",891
"937","tr|Q0GNV5|Q0GNV5_HSPV",2,12,"UP000111173",891
"938","tr|Q0GNV5|Q0GNV5_HSPV",3,1,"UP000111173",891
"939","tr|Q0GNV6|Q0GNV6_HSPV",1,2,"UP000111173",102
"940","tr|Q0GNV7|Q0GNV7_HSPV",2,4,"UP000111173",288
"941","tr|Q0GNV7|Q0GNV7_HSPV",3,1,"UP000111173",288
"942","tr|Q0GNV8|Q0GNV8_HSPV",2,7,"UP000111173",710
"943","tr|Q0GNV9|Q0GNV9_HSPV",2,7,"UP000111173",372
"944","tr|Q0GNW0|Q0GNW0_HSPV",1,1,"UP000111173",164
"945","tr|Q0GNW0|Q0GNW0_HSPV",2,2,"UP000111173",164
"946","tr|Q0GNW0|Q0GNW0_HSPV",3,1,"UP000111173",164
"947","tr|Q0GNW1|Q0GNW1_HSPV",2,7,"UP000111173",281
"948","tr|Q0GNW2|Q0GNW2_HSPV",1,1,"UP000111173",644
"949","tr|Q0GNW2|Q0GNW2_HSPV",2,17,"UP000111173",644
"950","tr|Q0GNW2|Q0GNW2_HSPV",3,2,"UP000111173",644
"951","tr|Q0GNW4|Q0GNW4_HSPV",1,1,"UP000111173",224
"952","tr|Q0GNW4|Q0GNW4_HSPV",2,3,"UP000111173",224
"953","tr|Q0GNW6|Q0GNW6_HSPV",2,7,"UP000111173",551
"954","tr|Q0GNW7|Q0GNW7_HSPV",2,1,"UP000111173",287
"955","tr|Q0GNW8|Q0GNW8_HSPV",1,3,"UP000111173",631
"956","tr|Q0GNW8|Q0GNW8_HSPV",2,4,"UP000111173",631
"957","tr|Q0GNW9|Q0GNW9_HSPV",2,3,"UP000111173",248
"958","tr|Q0GNX1|Q0GNX1_HSPV",1,1,"UP000111173",304
"959","tr|Q0GNX1|Q0GNX1_HSPV",2,3,"UP000111173",304
"960","tr|Q0GNX3|Q0GNX3_HSPV",1,3,"UP000111173",637
"961","tr|Q0GNX3|Q0GNX3_HSPV",2,1,"UP000111173",637
"962","tr|Q0GNX3|Q0GNX3_HSPV",3,1,"UP000111173",637
"963","tr|Q0GNX4|Q0GNX4_HSPV",1,2,"UP000111173",785
"964","tr|Q0GNX4|Q0GNX4_HSPV",2,12,"UP000111173",785
"965","tr|Q0GNX5|Q0GNX5_HSPV",2,16,"UP000111173",218
"966","tr|Q0GNX5|Q0GNX5_HSPV",3,2,"UP000111173",218
"967","tr|Q0GNX6|Q0GNX6_HSPV",2,1,"UP000111173",237
"968","tr|Q0GNX7|Q0GNX7_HSPV",2,1,"UP000111173",146
"969","tr|Q0GNX8|Q0GNX8_HSPV",2,1,"UP000111173",844
"970","tr|Q0GNY0|Q0GNY0_HSPV",2,2,"UP000111173",314
"971","tr|Q0GNY1|Q0GNY1_HSPV",1,3,"UP000111173",211
"972","tr|Q0GNY1|Q0GNY1_HSPV",2,4,"UP000111173",211
"973","tr|Q0GNY2|Q0GNY2_HSPV",2,8,"UP000111173",795
"974","tr|Q0GNY2|Q0GNY2_HSPV",3,2,"UP000111173",795
"975","tr|Q0GNY3|Q0GNY3_HSPV",2,7,"UP000111173",324
"976","tr|Q0GNY3|Q0GNY3_HSPV",3,1,"UP000111173",324
"977","tr|Q0GNY4|Q0GNY4_HSPV",2,8,"UP000111173",189
"978","tr|Q0GNY5|Q0GNY5_HSPV",1,2,"UP000111173",171
"979","tr|Q0GNY5|Q0GNY5_HSPV",2,7,"UP000111173",171
"980","tr|Q0GNY6|Q0GNY6_HSPV",1,5,"UP000111173",1286
"981","tr|Q0GNY6|Q0GNY6_HSPV",2,33,"UP000111173",1286
"982","tr|Q0GNY7|Q0GNY7_HSPV",1,2,"UP000111173",133
"983","tr|Q0GNY7|Q0GNY7_HSPV",2,10,"UP000111173",133
"984","tr|Q0GNY7|Q0GNY7_HSPV",3,2,"UP000111173",133
"985","tr|Q0GNY9|Q0GNY9_HSPV",2,6,"UP000111173",333
"986","tr|Q0GNZ3|Q0GNZ3_HSPV",2,1,"UP000111173",251
"987","tr|Q0GNZ4|Q0GNZ4_HSPV",1,1,"UP000111173",350
"988","tr|Q0GNZ4|Q0GNZ4_HSPV",2,15,"UP000111173",350
"989","tr|Q0GNZ4|Q0GNZ4_HSPV",3,2,"UP000111173",350
"990","tr|Q0GNZ5|Q0GNZ5_HSPV",2,7,"UP000111173",87
"991","tr|Q0GNZ8|Q0GNZ8_HSPV",1,1,"UP000111173",260
"992","tr|Q0GNZ8|Q0GNZ8_HSPV",2,16,"UP000111173",260
"993","tr|Q0GNZ8|Q0GNZ8_HSPV",3,1,"UP000111173",260
"994","tr|Q0GNZ9|Q0GNZ9_HSPV",2,3,"UP000111173",371
"995","tr|Q0GP00|Q0GP00_HSPV",2,2,"UP000111173",165
"996","tr|Q0GP00|Q0GP00_HSPV",3,2,"UP000111173",165
"997","tr|Q0GP01|Q0GP01_HSPV",1,2,"UP000111173",63
"998","tr|Q0GP01|Q0GP01_HSPV",2,7,"UP000111173",63
"999","tr|Q0GP02|Q0GP02_HSPV",2,1,"UP000111173",434
"1000","tr|Q0GP06|Q0GP06_HSPV",2,1,"UP000111173",591
"1001","tr|Q0GP07|Q0GP07_HSPV",1,5,"UP000111173",676
"1002","tr|Q0GP07|Q0GP07_HSPV",2,14,"UP000111173",676
"1003","tr|Q0GP08|Q0GP08_HSPV",2,2,"UP000111173",423
"1004","tr|Q0GP09|Q0GP09_HSPV",2,5,"UP000111173",382
"1005","tr|Q0GP10|Q0GP10_HSPV",1,2,"UP000111173",79
"1006","tr|Q0GP10|Q0GP10_HSPV",2,2,"UP000111173",79
"1007","tr|Q0GP11|Q0GP11_HSPV",0,2,"UP000111173",96
"1008","tr|Q0GP11|Q0GP11_HSPV",1,1,"UP000111173",96
"1009","tr|Q0GP12|Q0GP12_HSPV",1,3,"UP000111173",124
"1010","tr|Q0GP12|Q0GP12_HSPV",2,5,"UP000111173",124
"1011","tr|Q0GP12|Q0GP12_HSPV",3,1,"UP000111173",124
"1012","tr|Q0GP13|Q0GP13_HSPV",0,2,"UP000111173",440
"1013","tr|Q0GP13|Q0GP13_HSPV",1,6,"UP000111173",440
"1014","tr|Q0GP13|Q0GP13_HSPV",2,3,"UP000111173",440
"1015","tr|Q0GP15|Q0GP15_HSPV",2,1,"UP000111173",269
"1016","tr|Q0GP18|Q0GP18_HSPV",1,2,"UP000111173",108
"1017","tr|Q0GP18|Q0GP18_HSPV",2,2,"UP000111173",108
"1018","tr|Q0GP19|Q0GP19_HSPV",2,11,"UP000111173",666
"1019","tr|Q0GP19|Q0GP19_HSPV",3,3,"UP000111173",666
"1020","tr|Q0GP20|Q0GP20_HSPV",2,6,"UP000111173",129
"1021","tr|Q0GP22|Q0GP22_HSPV",1,2,"UP000111173",1006
"1022","tr|Q0GP22|Q0GP22_HSPV",2,12,"UP000111173",1006
"1023","tr|Q0GP22|Q0GP22_HSPV",3,3,"UP000111173",1006
"1024","tr|Q0GP23|Q0GP23_HSPV",2,1,"UP000111173",273
"1025","tr|Q0GP24|Q0GP24_HSPV",2,8,"UP000111173",166
"1026","tr|Q0GP24|Q0GP24_HSPV",3,1,"UP000111173",166
"1027","tr|Q0GP25|Q0GP25_HSPV",2,2,"UP000111173",567
"1028","tr|Q0GP27|Q0GP27_HSPV",1,3,"UP000111173",259
"1029","tr|Q0GP27|Q0GP27_HSPV",2,12,"UP000111173",259
"1030","tr|Q0GP28|Q0GP28_HSPV",1,1,"UP000111173",190
"1031","tr|Q0GP31|Q0GP31_HSPV",2,3,"UP000111173",101
"1032","tr|Q0GP31|Q0GP31_HSPV",3,1,"UP000111173",101
"1033","tr|Q0GP32|Q0GP32_HSPV",3,1,"UP000111173",231
"1034","tr|Q0GP34|Q0GP34_HSPV",1,1,"UP000111173",73
"1035","tr|Q0GP35|Q0GP35_HSPV",2,11,"UP000111173",372
"1036","tr|Q0GP35|Q0GP35_HSPV",3,1,"UP000111173",372
"1037","tr|Q0GP36|Q0GP36_HSPV",2,12,"UP000111173",635
"1038","tr|Q0GP36|Q0GP36_HSPV",3,2,"UP000111173",635
"1039","tr|Q0GP37|Q0GP37_HSPV",1,1,"UP000111173",354
"1040","tr|Q0GP37|Q0GP37_HSPV",2,3,"UP000111173",354
"1041","tr|Q0GP38|Q0GP38_HSPV",2,5,"UP000111173",439
"1042","tr|Q0GP39|Q0GP39_HSPV",2,4,"UP000111173",212
"1043","tr|Q0GP41|Q0GP41_HSPV",1,1,"UP000111173",84
"1044","tr|Q0GP41|Q0GP41_HSPV",2,15,"UP000111173",84
"1045","tr|Q0GP41|Q0GP41_HSPV",3,2,"UP000111173",84
"1046","tr|Q0GP42|Q0GP42_HSPV",2,10,"UP000111173",74
"1047","tr|Q0GP43|Q0GP43_HSPV",2,16,"UP000111173",321
"1048","tr|Q0GP43|Q0GP43_HSPV",3,2,"UP000111173",321
"1049","tr|Q0GP44|Q0GP44_HSPV",0,9,"UP000111173",319
"1050","tr|Q0GP44|Q0GP44_HSPV",1,1,"UP000111173",319
"1051","tr|Q0GP45|Q0GP45_HSPV",2,5,"UP000111173",480
"1052","tr|Q0GP45|Q0GP45_HSPV",3,1,"UP000111173",480
"1053","tr|Q0GP46|Q0GP46_HSPV",2,2,"UP000111173",147
"1054","tr|Q0GP47|Q0GP47_HSPV",2,16,"UP000111173",254
"1055","tr|Q0GP47|Q0GP47_HSPV",3,4,"UP000111173",254
"1056","tr|Q0GP49|Q0GP49_HSPV",1,2,"UP000111173",229
"1057","tr|Q0GP49|Q0GP49_HSPV",2,15,"UP000111173",229
"1058","tr|Q0GP50|Q0GP50_HSPV",0,1,"UP000111173",424
"1059","tr|Q0GP50|Q0GP50_HSPV",1,1,"UP000111173",424
"1060","tr|Q0GP50|Q0GP50_HSPV",2,1,"UP000111173",424
"1061","tr|Q0GP51|Q0GP51_HSPV",2,2,"UP000111173",88
"1062","tr|Q0GP52|Q0GP52_HSPV",2,2,"UP000111173",373
"1063","tr|Q0GP53|Q0GP53_HSPV",2,1,"UP000111173",284
"1064","tr|Q0GP54|Q0GP54_HSPV",2,1,"UP000111173",220
"1065","tr|Q0GP56|Q0GP56_HSPV",1,1,"UP000111173",217
"1066","tr|Q0GP56|Q0GP56_HSPV",2,5,"UP000111173",217
"1067","tr|Q0GP58|Q0GP58_HSPV",2,3,"UP000111173",175
"1068","tr|Q0GP59|Q0GP59_HSPV",2,3,"UP000111173",117
"1069","tr|Q0GP60|Q0GP60_HSPV",2,3,"UP000111173",223
"1070","tr|Q0GP60|Q0GP60_HSPV",3,1,"UP000111173",223
"1071","tr|Q0GP61|Q0GP61_HSPV",2,12,"UP000111173",512
"1072","tr|Q0GP62|Q0GP62_HSPV",1,1,"UP000111173",263
"1073","tr|Q0GP62|Q0GP62_HSPV",2,7,"UP000111173",263
"1074","tr|Q0GP62|Q0GP62_HSPV",3,1,"UP000111173",263
"1075","tr|Q0GP66|Q0GP66_HSPV",2,1,"UP000111173",64
"1076","tr|Q0GP67|Q0GP67_HSPV",2,1,"UP000111173",155
"1077","tr|Q0GP70|Q0GP70_HSPV",2,9,"UP000111173",634
"1078","tr|Q0GP71|Q0GP71_HSPV",2,2,"UP000111173",63
"1079","tr|Q0GP74|Q0GP74_HSPV",0,1,"UP000111173",143
"1080","tr|Q0GP74|Q0GP74_HSPV",1,1,"UP000111173",143
"1081","tr|Q0GP75|Q0GP75_HSPV",2,1,"UP000111173",142
"1082","tr|Q0GP76|Q0GP76_HSPV",2,5,"UP000111173",90
"1083","tr|Q0GP77|Q0GP77_HSPV",1,1,"UP000111173",126
"1084","tr|Q0GP77|Q0GP77_HSPV",2,1,"UP000111173",126
"1085","tr|Q0GP78|Q0GP78_HSPV",2,1,"UP000111173",106
"1086","tr|Q0GP79|Q0GP79_HSPV",2,4,"UP000111173",331
"1087","tr|Q0GP80|Q0GP80_HSPV",2,4,"UP000111173",140
"1088","tr|Q0GP82|Q0GP82_HSPV",2,1,"UP000111173",73
"1089","tr|Q0GP83|Q0GP83_HSPV",1,1,"UP000111173",165
"1090","tr|Q0GP83|Q0GP83_HSPV",2,2,"UP000111173",165
"1091","tr|Q0GP84|Q0GP84_HSPV",2,2,"UP000111173",203
"1092","tr|Q0GP85|Q0GP85_HSPV",2,3,"UP000111173",248
"1093","tr|Q0GP85|Q0GP85_HSPV",3,4,"UP000111173",248
"1094","tr|Q0GP88|Q0GP88_HSPV",2,4,"UP000111173",437
"1095","tr|Q0GP89|Q0GP89_HSPV",2,7,"UP000111173",149
"1096","tr|Q0GP90|Q0GP90_HSPV",2,14,"UP000111173",288
"1097","tr|Q0GP90|Q0GP90_HSPV",3,2,"UP000111173",288
"1098","tr|Q0GP91|Q0GP91_HSPV",2,7,"UP000111173",263
"1099","tr|Q0GP92|Q0GP92_HSPV",1,2,"UP000111173",111
"1100","tr|Q0GP92|Q0GP92_HSPV",2,5,"UP000111173",111
"1101","tr|Q0GP93|Q0GP93_HSPV",1,1,"UP000111173",151
"1102","tr|Q0GP94|Q0GP94_HSPV",1,6,"UP000111173",273
"1103","tr|Q0GP94|Q0GP94_HSPV",2,12,"UP000111173",273
"1104","tr|Q0GP95|Q0GP95_HSPV",2,1,"UP000111173",151
"1105","sp|P03238|E4RF5_ADE02",2,3,"UP000008167",150
"1106","sp|P03238|E4RF5_ADE02",3,2,"UP000008167",150
"1107","sp|P03239|E434_ADE02",2,1,"UP000008167",294
"1108","sp|P03241|E4RF3_ADE02",2,6,"UP000008167",116
"1109","sp|P03242|E4RF1_ADE02",2,8,"UP000008167",128
"1110","sp|P03242|E4RF1_ADE02",3,1,"UP000008167",128
"1111","sp|P03244|E1B55_ADE02",1,1,"UP000008167",495
"1112","sp|P03244|E1B55_ADE02",2,5,"UP000008167",495
"1113","sp|P03244|E1B55_ADE02",3,1,"UP000008167",495
"1114","sp|P03247|E1BS_ADE02",1,1,"UP000008167",175
"1115","sp|P03247|E1BS_ADE02",2,6,"UP000008167",175
"1116","sp|P03252|PRO_ADE02",1,2,"UP000008167",204
"1117","sp|P03252|PRO_ADE02",2,3,"UP000008167",204
"1118","sp|P03252|PRO_ADE02",3,1,"UP000008167",204
"1119","sp|P03254|E1A_ADE02",2,1,"UP000008167",289
"1120","sp|P03261|DPOL_ADE02",1,5,"UP000008167",1198
"1121","sp|P03261|DPOL_ADE02",2,37,"UP000008167",1198
"1122","sp|P03261|DPOL_ADE02",3,1,"UP000008167",1198
"1123","sp|P03262|PKG3_ADE02",1,10,"UP000008167",415
"1124","sp|P03262|PKG3_ADE02",2,30,"UP000008167",415
"1125","sp|P03263|LEAD_ADE02",2,2,"UP000008167",145
"1126","sp|P03264|DNB2_ADE02",1,2,"UP000008167",529
"1127","sp|P03264|DNB2_ADE02",2,31,"UP000008167",529
"1128","sp|P03264|DNB2_ADE02",3,1,"UP000008167",529
"1129","sp|P03267|CORE5_ADE02",1,2,"UP000008167",369
"1130","sp|P03269|TERM_ADE02",1,14,"UP000008167",671
"1131","sp|P03269|TERM_ADE02",2,17,"UP000008167",671
"1132","sp|P03269|TERM_ADE02",3,1,"UP000008167",671
"1133","sp|P03272|PKG1_ADE02",1,1,"UP000008167",449
"1134","sp|P03272|PKG1_ADE02",2,22,"UP000008167",449
"1135","sp|P03272|PKG1_ADE02",3,1,"UP000008167",449
"1136","sp|P03274|CAP6_ADE02",1,1,"UP000008167",250
"1137","sp|P03274|CAP6_ADE02",2,10,"UP000008167",250
"1138","sp|P03275|SPIKE_ADE02",2,7,"UP000008167",582
"1139","sp|P03276|CAPSP_ADE02",1,8,"UP000008167",571
"1140","sp|P03276|CAPSP_ADE02",2,22,"UP000008167",571
"1141","sp|P03276|CAPSP_ADE02",3,2,"UP000008167",571
"1142","sp|P03277|CAPSH_ADE02",0,11,"UP000008167",968
"1143","sp|P03277|CAPSH_ADE02",1,8,"UP000008167",968
"1144","sp|P03277|CAPSH_ADE02",2,21,"UP000008167",968
"1145","sp|P03277|CAPSH_ADE02",3,1,"UP000008167",968
"1146","sp|P03279|CAP3_ADE02",1,1,"UP000008167",585
"1147","sp|P03279|CAP3_ADE02",2,10,"UP000008167",585
"1148","sp|P03279|CAP3_ADE02",3,1,"UP000008167",585
"1149","sp|P03280|CAP8_ADE02",1,2,"UP000008167",227
"1150","sp|P03280|CAP8_ADE02",2,6,"UP000008167",227
"1151","sp|P03282|CAP9_ADE02",2,7,"UP000008167",140
"1152","sp|P03285|Y172_ADE02",2,3,"UP000008167",172
"1153","sp|P03291|Y215_ADE02",1,3,"UP000008167",215
"1154","sp|P03291|Y215_ADE02",2,4,"UP000008167",215
"1155","sp|P03292|Y168_ADE02",2,2,"UP000008167",168
"1156","sp|P03293|Y137_ADE02",1,1,"UP000008167",137
"1157","sp|P03293|Y137_ADE02",2,1,"UP000008167",137
"1158","sp|P03294|Y121_ADE02",2,6,"UP000008167",121
"1159","sp|P0DJX1|PKG2_ADE02",1,9,"UP000008167",195
"1160","sp|P0DJX1|PKG2_ADE02",2,18,"UP000008167",195
"1161","sp|P0DJX1|PKG2_ADE02",3,2,"UP000008167",195
"1162","sp|P0DJX2|UXP_ADE02",2,8,"UP000008167",217
"1163","sp|P0DJX2|UXP_ADE02",3,1,"UP000008167",217
"1164","sp|P14269|COR10_ADE02",1,1,"UP000008167",80
"1165","sp|P14269|COR10_ADE02",2,7,"UP000008167",80
"1166","sp|P15133|E3RDA_ADE02",1,4,"UP000008167",91
"1167","sp|P15133|E3RDA_ADE02",2,9,"UP000008167",91
"1168","sp|P24932|SHUT_ADE02",0,1,"UP000008167",805
"1169","sp|P24932|SHUT_ADE02",1,11,"UP000008167",805
"1170","sp|P24932|SHUT_ADE02",2,40,"UP000008167",805
"1171","sp|P24932|SHUT_ADE02",3,3,"UP000008167",805
"1172","sp|P24935|ADP_ADE02",2,1,"UP000008167",101
"1173","sp|P24939|SF33K_ADE02",1,2,"UP000008167",228
"1174","sp|P24939|SF33K_ADE02",2,3,"UP000008167",228
"1175","sp|P27311|E312_ADE02",2,1,"UP000008167",107
"1176","sp|P68950|NP_ADE02",2,2,"UP000008167",198
"1177","sp|P68978|E3GL_ADE02",2,2,"UP000008167",159
"1178","sp|O12792|CAPSD_HASV1",1,6,"UP000001650",786
"1179","sp|O12792|CAPSD_HASV1",2,35,"UP000001650",786
"1180","sp|O12792|CAPSD_HASV1",3,4,"UP000001650",786
"1181","sp|P0C6K4|NS1A_HASV1",1,6,"UP000001650",935
"1182","sp|P0C6K4|NS1A_HASV1",2,17,"UP000001650",935
"1183","sp|P0C6K4|NS1A_HASV1",3,3,"UP000001650",935
"1184","sp|Q67726|NS1AB_HASV1",1,9,"UP000001650",1436
"1185","sp|Q67726|NS1AB_HASV1",2,26,"UP000001650",1436
"1186","sp|Q67726|NS1AB_HASV1",3,3,"UP000001650",1436
"1187","sp|P0C6U2|R1A_CVH22",1,30,"UP000006716",4085
"1188","sp|P0C6U2|R1A_CVH22",2,127,"UP000006716",4085
"1189","sp|P0C6U2|R1A_CVH22",3,7,"UP000006716",4085
"1190","sp|P0C6X1|R1AB_CVH22",1,48,"UP000006716",6758
"1191","sp|P0C6X1|R1AB_CVH22",2,220,"UP000006716",6758
"1192","sp|P0C6X1|R1AB_CVH22",3,15,"UP000006716",6758
"1193","sp|P15130|NCAP_CVH22",2,7,"UP000006716",389
"1194","sp|P15423|SPIKE_CVH22",1,3,"UP000006716",1173
"1195","sp|P15423|SPIKE_CVH22",2,21,"UP000006716",1173
"1196","sp|P15423|SPIKE_CVH22",3,2,"UP000006716",1173
"1197","sp|C1BEG3|UL74A_HCMVM",2,5,"UP000000938",70
"1198","sp|C1BEG3|UL74A_HCMVM",3,1,"UP000000938",70
"1199","sp|F5H8R6|UL96_HCMVM",0,1,"UP000000938",127
"1200","sp|F5H8R6|UL96_HCMVM",1,9,"UP000000938",127
"1201","sp|F5H8R6|UL96_HCMVM",2,3,"UP000000938",127
"1202","sp|F5H8S6|US24_HCMVM",1,6,"UP000000938",501
"1203","sp|F5H8S6|US24_HCMVM",2,4,"UP000000938",501
"1204","sp|F5H8S6|US24_HCMVM",3,2,"UP000000938",501
"1205","sp|F5H991|US26_HCMVM",1,2,"UP000000938",603
"1206","sp|F5H991|US26_HCMVM",2,15,"UP000000938",603
"1207","sp|F5H991|US26_HCMVM",3,1,"UP000000938",603
"1208","sp|F5H9F9|UL88_HCMVM",0,4,"UP000000938",429
"1209","sp|F5H9F9|UL88_HCMVM",1,9,"UP000000938",429
"1210","sp|F5H9F9|UL88_HCMVM",2,8,"UP000000938",429
"1211","sp|F5H9F9|UL88_HCMVM",3,1,"UP000000938",429
"1212","sp|F5H9I4|US13_HCMVM",1,1,"UP000000938",261
"1213","sp|F5H9I4|US13_HCMVM",2,4,"UP000000938",261
"1214","sp|F5H9N4|VP22_HCMVM",2,10,"UP000000938",358
"1215","sp|F5H9Z4|UL20_HCMVM",2,3,"UP000000938",338
"1216","sp|F5HA10|CEP1_HCMVM",2,9,"UP000000938",249
"1217","sp|F5HA10|CEP1_HCMVM",3,2,"UP000000938",249
"1218","sp|F5HAC7|CEP2_HCMVM",1,7,"UP000000938",345
"1219","sp|F5HAC7|CEP2_HCMVM",2,29,"UP000000938",345
"1220","sp|F5HAC7|CEP2_HCMVM",3,2,"UP000000938",345
"1221","sp|F5HAK6|U148B_HCMVM",1,1,"UP000000938",80
"1222","sp|F5HAK6|U148B_HCMVM",2,3,"UP000000938",80
"1223","sp|F5HAM0|UL144_HCMVM",2,4,"UP000000938",176
"1224","sp|F5HAM0|UL144_HCMVM",3,1,"UP000000938",176
"1225","sp|F5HAM4|US31_HCMVM",2,3,"UP000000938",161
"1226","sp|F5HAQ7|UL135_HCMVM",2,3,"UP000000938",308
"1227","sp|F5HAR3|US19_HCMVM",1,3,"UP000000938",240
"1228","sp|F5HAR3|US19_HCMVM",2,2,"UP000000938",240
"1229","sp|F5HAS7|UL92_HCMVM",1,4,"UP000000938",201
"1230","sp|F5HAS7|UL92_HCMVM",2,8,"UP000000938",201
"1231","sp|F5HAY6|VICA_HCMVM",1,6,"UP000000938",476
"1232","sp|F5HAY6|VICA_HCMVM",2,18,"UP000000938",476
"1233","sp|F5HAY6|VICA_HCMVM",3,3,"UP000000938",476
"1234","sp|F5HAZ3|US23_HCMVM",1,6,"UP000000938",592
"1235","sp|F5HAZ3|US23_HCMVM",2,30,"UP000000938",592
"1236","sp|F5HAZ3|US23_HCMVM",3,3,"UP000000938",592
"1237","sp|F5HB40|UL84_HCMVM",1,8,"UP000000938",587
"1238","sp|F5HB40|UL84_HCMVM",2,16,"UP000000938",587
"1239","sp|F5HB52|US08_HCMVM",2,10,"UP000000938",227
"1240","sp|F5HB52|US08_HCMVM",3,3,"UP000000938",227
"1241","sp|F5HB53|GB_HCMVM",1,6,"UP000000938",907
"1242","sp|F5HB53|GB_HCMVM",2,13,"UP000000938",907
"1243","sp|F5HBC6|PP71_HCMVM",1,1,"UP000000938",559
"1244","sp|F5HBC6|PP71_HCMVM",2,7,"UP000000938",559
"1245","sp|F5HBR4|PORTL_HCMVM",1,2,"UP000000938",697
"1246","sp|F5HBR4|PORTL_HCMVM",2,2,"UP000000938",697
