"","query_seqname","mismatches","count","Proteome ID","PLength"
"1","sp|O91464|POLG_AIVA8",3,4,"UP000119554",2432
"378","tr|P89473|P89473_HHV2H",3,18,"UP000001874",826
"379","sp|P28864|GB_HHV6U",3,1,"UP000009295",830
"380","sp|P52343|RIR1_HHV6U",3,1,"UP000009295",804
"381","sp|P52380|UL33_HHV6U",3,2,"UP000009295",347
"382","sp|P52387|CVC2_HHV6U",3,2,"UP000009295",555
"383","sp|Q01351|VU4_HHV6U",3,2,"UP000009295",535
"384","sp|Q69545|LJ1_HHV6U",3,1,"UP000009295",321
"385","sp|Q69566|U88_HHV6U",0,25,"UP000009295",413
"386","sp|Q69566|U88_HHV6U",1,85,"UP000009295",413
"387","sp|Q69566|U88_HHV6U",2,28,"UP000009295",413
"388","sp|Q69566|U88_HHV6U",3,46,"UP000009295",413
"389","sp|Q89660|DR3_HHV6U",3,1,"UP000009295",192
"390","sp|Q89698|U1_HHV6U",2,1,"UP000009295",123
"391","sp|Q89698|U1_HHV6U",3,1,"UP000009295",123
"392","sp|Q89743|DR7_HHV6U",3,1,"UP000009295",363
"393","sp|Q89882|U95_HHV6U",3,1,"UP000009295",1121
"394","sp|Q89893|DR2_HHV6U",3,1,"UP000009295",620
"395","tr|A0A2N9DYY5|A0A2N9DYY5_HHV6U",3,1,"UP000009295",689
"396","tr|A0A2N9DYZ3|A0A2N9DYZ3_HHV6U",3,1,"UP000009295",389
"397","sp|P52364|UL88_HHV7J",3,2,"UP000009246",347
"398","tr|Q69511|Q69511_HHV7J",3,2,"UP000009246",210
"399","tr|Q69513|Q69513_HHV7J",3,1,"UP000009246",1205
"400","tr|Q69518|Q69518_HHV7J",3,2,"UP000009246",940
"401","tr|Q89478|Q89478_HHV7J",3,2,"UP000009246",262
"402","sp|F5HB98|K81_HHV8P",3,1,"UP000000942",228
"403","sp|F5HDA4|K7_HHV8P",3,1,"UP000000942",126
"404","sp|F5HDE4|ORF45_HHV8P",1,3,"UP000000942",407
"405","sp|F5HDE4|ORF45_HHV8P",2,1,"UP000000942",407
"406","sp|F5HDE4|ORF45_HHV8P",3,8,"UP000000942",407
"407","sp|F5HES7|ORF30_HHV8P",3,1,"UP000000942",77
"408","sp|F5HET8|K6_HHV8P",0,2,"UP000000942",95
"409","sp|F5HET8|K6_HHV8P",2,1,"UP000000942",95
"410","sp|F5HEU7|ITP_HHV8P",3,1,"UP000000942",928
"411","sp|F5HF47|UL32_HHV8P",3,1,"UP000000942",467
"412","sp|F5HF68|VIRF1_HHV8P",3,5,"UP000000942",449
"413","sp|F5HFD2|ORF24_HHV8P",3,1,"UP000000942",752
"414","sp|F5HG20|UL49_HHV8P",3,1,"UP000000942",429
"415","sp|F5HGJ3|ARBH_HHV8P",3,1,"UP000000942",175
"416","sp|F5HGN8|TRX2_HHV8P",3,1,"UP000000942",305
"417","sp|F5HIC6|VIRF3_HHV8P",3,1,"UP000000942",566
"418","sp|P90495|MIR1_HHV8P",3,4,"UP000000942",333
"419","sp|Q2HR64|LTP_HHV8P",2,2,"UP000000942",2635
"420","sp|Q2HR64|LTP_HHV8P",3,16,"UP000000942",2635
"421","sp|Q2HR67|RIR1_HHV8P",3,1,"UP000000942",792
"422","sp|Q2HR73|VIRF4_HHV8P",3,2,"UP000000942",911
"423","sp|Q2HR75|ICP27_HHV8P",3,1,"UP000000942",455
"424","sp|Q2HR89|HELI_HHV8P",3,2,"UP000000942",788
"425","sp|Q2HR92|HEPA_HHV8P",3,2,"UP000000942",669
"426","sp|Q2HR98|UL95_HHV8P",3,1,"UP000000942",327
"427","sp|Q2HRB6|SCAF_HHV8P",3,12,"UP000000942",534
"428","sp|Q2HRD0|DPOL_HHV8P",3,1,"UP000000942",1012
"429","sp|Q2HRD3|DNBI_HHV8P",3,1,"UP000000942",1132
"430","sp|Q2HRD4|ORF4_HHV8P",3,1,"UP000000942",550
"431","sp|Q98157|VMI2_HHV8P",0,2,"UP000000942",94
"432","sp|Q98157|VMI2_HHV8P",1,21,"UP000000942",94
"433","sp|Q9QR70|ORF75_HHV8P",3,3,"UP000000942",1296
"434","sp|Q9QR71|LANA1_HHV8P",0,5,"UP000000942",1129
"435","sp|Q9QR71|LANA1_HHV8P",1,110,"UP000000942",1129
"436","sp|Q9QR71|LANA1_HHV8P",2,132,"UP000000942",1129
"437","sp|Q9QR71|LANA1_HHV8P",3,490,"UP000000942",1129
"438","sp|P36320|GB_HHV6Z",3,2,"UP000006930",830
"439","sp|P52447|UNG_HHV6Z",3,1,"UP000006930",255
"440","sp|P52537|CVC2_HHV6Z",3,2,"UP000006930",555
"441","sp|Q9PWX1|DR1_HHV6Z",3,1,"UP000006930",759
"442","sp|Q9PX32|DR3_HHV6Z",3,2,"UP000006930",200
"443","sp|Q9QJ14|U91_HHV6Z",3,3,"UP000006930",156
"444","sp|Q9QJ39|RIR1_HHV6Z",3,1,"UP000006930",804
"445","sp|Q9QJ55|VU4_HHV6Z",3,2,"UP000006930",535
"446","sp|P04585|POL_HV1H2",3,5,"UP000002241",1435
"447","sp|P04591|GAG_HV1H2",3,5,"UP000002241",500
"448","sp|P04618|REV_HV1H2",3,1,"UP000002241",116
"449","sp|P18095|GAG_HV2BE",3,3,"UP000002242",521
"450","sp|P18096|POL_HV2BE",3,5,"UP000002242",1550
"451","sp|P18099|VPX_HV2BE",2,1,"UP000002242",113
"452","sp|P03111|VE1_HPV1",3,2,"UP000006372",612
"453","sp|P25483|VE4_HPV2A",3,5,"UP000007710",113
"454","sp|Q9PZT0|CAPSD_PAVHV",3,4,"UP000006624",781
"455","sp|O42062|PHOSP_HRSVB",3,1,"UP000002472",241
"456","sp|P07210|POLG_HRV8A",3,2,"UP000007070",2164
"457","sp|P0C6U8|R1A_SARS",3,6,"UP000000354",4382
"458","sp|P0C6X7|R1AB_SARS",3,8,"UP000000354",7073
"459","sp|P59594|SPIKE_SARS",3,1,"UP000000354",1255
"460","sp|P14349|GAG_FOAMV",3,1,"UP000138352",648
"461","sp|P0C745|HBZ_HTL1C",3,5,"UP000001061",209
"462","sp|P14078|POL_HTL1C",3,1,"UP000001061",1462
"463","sp|P03466|NCAP_I34A1",3,3,"UP000009255",498
"464","sp|P03489|M1_INBLE",3,1,"UP000008158",248
"465","sp|P04665|NCAP_INBLE",3,2,"UP000008158",560
"466","sp|Q9QLL6|PB2_INBLE",3,2,"UP000008158",770
"467","sp|Q6I7C2|PA_INCAA",3,3,"UP000008286",709
"468","sp|Q6I7C3|RDRP_INCAA",3,1,"UP000008286",754
"469","sp|Q5K2K3|L_ISFV",3,1,"UP000204017",2093
"470","sp|P0DOH8|POLS_JAEVJ",3,1,"UP000007214",1198
"471","sp|P32886|POLG_JAEVJ",3,3,"UP000007214",3432
"472","sp|P03089|VP1_POVJC",3,1,"UP000008478",354
"473","sp|P03095|VP2_POVJC",3,3,"UP000008478",344
"474","sp|P14335|POLG_KUNJM",3,5,"UP000138183",3433
"475","tr|D4NRK5|D4NRK5_LBV",3,1,"UP000161306",202
"476","sp|P35253|VGP_MABVM",3,3,"UP000180448",681
"477","tr|Q9IG40|Q9IG40_9FLAV",3,4,"UP000180575",3414
"478","sp|O09705|L_LASSJ",3,1,"UP000002473",2218
"479","sp|P54635|CAPSD_LORDV",3,2,"UP000007767",539
"480","sp|P22338|POLG_LIV",3,1,"UP000007644",3414
"481","sp|P09992|NCAP_LYCVA",3,1,"UP000002474",558
"482","tr|Q8AZ68|Q8AZ68_MACHU",3,1,"UP000233900",564
"483","sp|Q8QZ73|POLN_MAYAB",3,3,"UP000007774",2437
"484","sp|Q9WMB3|L_MEASC",3,1,"UP000008699",2183
"485","sp|Q9WMB5|NCAP_MEASC",3,1,"UP000008699",525
"486","sp|P12296|POLG_ENMGO",3,1,"UP000008663",2293
"487","tr|Q6UZF0|Q6UZF0_SARS",3,1,"UP000147828",1255
"488","tr|Q6UZF1|Q6UZF1_SARS",3,8,"UP000147828",7073
"489","tr|R9UQ53|R9UQ53_MERS",3,1,"UP000171868",1353
"490","tr|T2B9I2|T2B9I2_MERS",3,1,"UP000171868",4391
"491","tr|T2B9U0|T2B9U0_MERS",3,1,"UP000171868",7078
"492","sp|Q98178|MC007_MCV1",3,1,"UP000000869",217
"493","sp|Q98234|GPX_MCV1",0,1,"UP000000869",220
"494","sp|Q98326|MC160_MCV1",3,5,"UP000000869",371
"495","sp|Q98329|MC163_MCV1",2,1,"UP000000869",620
"496","sp|Q98329|MC163_MCV1",3,9,"UP000000869",620
"497","tr|Q76SZ3|Q76SZ3_MCV1",2,1,"UP000000869",443
"498","tr|Q76SZ3|Q76SZ3_MCV1",3,9,"UP000000869",443
"499","tr|Q76SZ4|Q76SZ4_MCV1",2,7,"UP000000869",213
"500","tr|Q76SZ4|Q76SZ4_MCV1",3,9,"UP000000869",213
"501","tr|Q98177|Q98177_MCV1",2,1,"UP000000869",1173
"502","tr|Q98177|Q98177_MCV1",3,221,"UP000000869",1173
"503","tr|Q98182|Q98182_MCV1",2,2,"UP000000869",297
"504","tr|Q98182|Q98182_MCV1",3,16,"UP000000869",297
"505","tr|Q98184|Q98184_MCV1",3,1,"UP000000869",226
"506","tr|Q98188|Q98188_MCV1",2,1,"UP000000869",663
"507","tr|Q98188|Q98188_MCV1",3,2,"UP000000869",663
"508","tr|Q98196|Q98196_MCV1",3,1,"UP000000869",268
"509","tr|Q98200|Q98200_MCV1",3,2,"UP000000869",748
"510","tr|Q98202|Q98202_MCV1",3,4,"UP000000869",444
"511","tr|Q98210|Q98210_MCV1",2,2,"UP000000869",783
"512","tr|Q98210|Q98210_MCV1",3,8,"UP000000869",783
"513","tr|Q98214|Q98214_MCV1",3,6,"UP000000869",288
"514","tr|Q98216|Q98216_MCV1",3,3,"UP000000869",406
"515","tr|Q98225|Q98225_MCV1",3,2,"UP000000869",108
"516","tr|Q98228|Q98228_MCV1",3,11,"UP000000869",437
"517","tr|Q98233|Q98233_MCV1",3,3,"UP000000869",402
"518","tr|Q98236|Q98236_MCV1",3,1,"UP000000869",342
"519","tr|Q98245|Q98245_MCV1",3,3,"UP000000869",134
"520","tr|Q98246|Q98246_MCV1",3,3,"UP000000869",1289
"521","tr|Q98248|Q98248_MCV1",3,3,"UP000000869",111
"522","tr|Q98257|Q98257_MCV1",3,2,"UP000000869",950
"523","tr|Q98259|Q98259_MCV1",2,1,"UP000000869",268
"524","tr|Q98259|Q98259_MCV1",3,4,"UP000000869",268
"525","tr|Q98270|Q98270_MCV1",3,1,"UP000000869",169
"526","tr|Q98274|Q98274_MCV1",0,1,"UP000000869",421
"527","tr|Q98274|Q98274_MCV1",1,1,"UP000000869",421
"528","tr|Q98274|Q98274_MCV1",2,8,"UP000000869",421
"529","tr|Q98274|Q98274_MCV1",3,4,"UP000000869",421
"530","tr|Q98281|Q98281_MCV1",3,2,"UP000000869",304
"531","tr|Q98283|Q98283_MCV1",3,2,"UP000000869",67
"532","tr|Q98290|Q98290_MCV1",3,1,"UP000000869",694
"533","tr|Q98293|Q98293_MCV1",3,2,"UP000000869",476
"534","tr|Q98307|Q98307_MCV1",3,2,"UP000000869",361
"535","tr|Q98308|Q98308_MCV1",3,1,"UP000000869",183
"536","tr|Q98310|Q98310_MCV1",3,2,"UP000000869",642
"537","tr|Q98318|Q98318_MCV1",0,1,"UP000000869",354
"538","tr|Q98321|Q98321_MCV1",3,1,"UP000000869",336
"539","tr|Q98323|Q98323_MCV1",3,2,"UP000000869",452
"540","sp|Q8V4T7|PROF_MONPZ",3,6,"UP000101269",133
"541","sp|Q8V571|P28_MONPZ",3,2,"UP000101269",242
"542","tr|Q8UYF7|Q8UYF7_MONPZ",3,2,"UP000101269",437
"543","tr|Q8V4S5|Q8V4S5_MONPZ",3,2,"UP000101269",299
"544","tr|Q8V4S9|Q8V4S9_MONPZ",3,1,"UP000101269",554
"545","tr|Q8V4T4|Q8V4T4_MONPZ",0,1,"UP000101269",346
"546","tr|Q8V4V0|Q8V4V0_MONPZ",0,30,"UP000101269",520
"547","tr|Q8V4V0|Q8V4V0_MONPZ",1,7,"UP000101269",520
"548","tr|Q8V4V0|Q8V4V0_MONPZ",2,34,"UP000101269",520
"549","tr|Q8V4V0|Q8V4V0_MONPZ",3,3,"UP000101269",520
"550","tr|Q8V4W4|Q8V4W4_MONPZ",3,2,"UP000101269",318
"551","tr|Q8V4Y7|Q8V4Y7_MONPZ",3,1,"UP000101269",845
"552","tr|Q8V4Z0|Q8V4Z0_MONPZ",3,3,"UP000101269",213
"553","tr|Q8V515|Q8V515_MONPZ",0,1,"UP000101269",771
"554","tr|Q8V515|Q8V515_MONPZ",1,3,"UP000101269",771
"555","tr|Q8V515|Q8V515_MONPZ",2,2,"UP000101269",771
"556","tr|Q8V515|Q8V515_MONPZ",3,1,"UP000101269",771
"557","tr|Q8V534|Q8V534_MONPZ",3,3,"UP000101269",73
"558","tr|Q8V542|Q8V542_MONPZ",3,1,"UP000101269",73
"559","tr|Q8V544|Q8V544_MONPZ",0,3,"UP000101269",319
"560","tr|Q8V544|Q8V544_MONPZ",2,3,"UP000101269",319
"561","tr|Q8V544|Q8V544_MONPZ",3,5,"UP000101269",319
"562","tr|Q8V568|Q8V568_MONPZ",3,1,"UP000101269",64
"563","tr|Q8V569|Q8V569_MONPZ",3,1,"UP000101269",660
"564","sp|P21186|NCAP_MUMPM",3,1,"UP000002331",549
"565","sp|P30929|L_MUMPM",3,1,"UP000002331",2261
"566","sp|P05769|POLG_MVEV5",3,4,"UP000008863",3434
"567","sp|Q9IK91|PHOSP_NIPAV",3,1,"UP000170143",709
"568","sp|Q9IK92|NCAP_NIPAV",3,4,"UP000170143",532
"569","sp|Q83883|POLG_NVN68",3,9,"UP000000826",1789
"570","sp|P13886|POLN_ONNVG",3,1,"UP000008868",2514
"571","sp|P22056|POLS_ONNVG",3,3,"UP000008868",1247
"572","tr|Q6TVI9|Q6TVI9_ORFSA",3,1,"UP000000870",226
"573","tr|Q6TVJ0|Q6TVJ0_ORFSA",3,5,"UP000000870",498
"574","tr|Q6TVJ3|Q6TVJ3_ORFSA",2,1,"UP000000870",184
"575","tr|Q6TVJ3|Q6TVJ3_ORFSA",3,3,"UP000000870",184
"576","tr|Q6TVJ4|Q6TVJ4_ORFSA",3,2,"UP000000870",497
"577","tr|Q6TVJ6|Q6TVJ6_ORFSA",3,4,"UP000000870",532
"578","tr|Q6TVJ9|Q6TVJ9_ORFSA",3,1,"UP000000870",302
"579","tr|Q6TVL3|Q6TVL3_ORFSA",3,8,"UP000000870",60
"580","tr|Q6TVM0|Q6TVM0_ORFSA",3,11,"UP000000870",380
"581","tr|Q6TVM5|Q6TVM5_ORFSA",3,2,"UP000000870",488
"582","tr|Q6TVM8|Q6TVM8_ORFSA",2,1,"UP000000870",89
"583","tr|Q6TVM8|Q6TVM8_ORFSA",3,12,"UP000000870",89
"584","tr|Q6TVN0|Q6TVN0_ORFSA",3,1,"UP000000870",91
"585","tr|Q6TVN4|Q6TVN4_ORFSA",3,1,"UP000000870",905
"586","tr|Q6TVN9|Q6TVN9_ORFSA",2,22,"UP000000870",173
"587","tr|Q6TVN9|Q6TVN9_ORFSA",3,32,"UP000000870",173
"588","tr|Q6TVP1|Q6TVP1_ORFSA",3,1,"UP000000870",675
"589","tr|Q6TVP2|Q6TVP2_ORFSA",3,6,"UP000000870",83
"590","tr|Q6TVP6|Q6TVP6_ORFSA",3,1,"UP000000870",300
"591","tr|Q6TVQ1|Q6TVQ1_ORFSA",3,4,"UP000000870",635
"592","tr|Q6TVQ2|Q6TVQ2_ORFSA",2,1,"UP000000870",787
"593","tr|Q6TVQ2|Q6TVQ2_ORFSA",3,2,"UP000000870",787
"594","tr|Q6TVQ4|Q6TVQ4_ORFSA",3,8,"UP000000870",291
"595","tr|Q6TVQ5|Q6TVQ5_ORFSA",3,1,"UP000000870",156
"596","tr|Q6TVQ8|Q6TVQ8_ORFSA",3,2,"UP000000870",318
"597","tr|Q6TVR1|Q6TVR1_ORFSA",0,2,"UP000000870",342
"598","tr|Q6TVR1|Q6TVR1_ORFSA",1,26,"UP000000870",342
"599","tr|Q6TVR1|Q6TVR1_ORFSA",2,12,"UP000000870",342
"600","tr|Q6TVR1|Q6TVR1_ORFSA",3,8,"UP000000870",342
"601","tr|Q6TVR7|Q6TVR7_ORFSA",3,2,"UP000000870",336
"602","tr|Q6TVS9|Q6TVS9_ORFSA",3,1,"UP000000870",452
"603","tr|Q6TVT4|Q6TVT4_ORFSA",3,1,"UP000000870",683
"604","tr|Q6TVT6|Q6TVT6_ORFSA",3,1,"UP000000870",389
"605","tr|Q6TVU2|Q6TVU2_ORFSA",3,2,"UP000000870",709
"606","tr|Q6TVU5|Q6TVU5_ORFSA",3,2,"UP000000870",1012
"607","tr|Q6TVU9|Q6TVU9_ORFSA",3,1,"UP000000870",193
"608","tr|Q6TVV1|Q6TVV1_ORFSA",3,1,"UP000000870",725
"609","tr|Q6TVW0|Q6TVW0_ORFSA",2,2,"UP000000870",643
"610","tr|Q6TVW0|Q6TVW0_ORFSA",3,66,"UP000000870",643
"611","tr|Q6TVW4|Q6TVW4_ORFSA",3,2,"UP000000870",79
"612","tr|A0A0F6SYV1|A0A0F6SYV1_PTPV",3,3,"UP000214480",2085
"613","tr|A0A0F6ZQV4|A0A0F6ZQV4_PTPV",3,2,"UP000214480",1313
"614","sp|P0C760|L_PUUMS",3,2,"UP000110237",2156
"615","sp|P27316|L_RVFVZ",3,3,"UP000002477",2149
"616","tr|A0A023T7J3|A0A023T7J3_ROSV2",3,1,"UP000029743",2468
"617","sp|P13887|POLN_RRVN",3,2,"UP000006579",2480
"618","sp|P13890|POLS_RRVN",3,1,"UP000006579",1254
"619","tr|D6NGG3|D6NGG3_ROTGA",3,6,"UP000114294",347
"620","sp|P69481|VP6_ROTHC",3,1,"UP000007664",395
"621","sp|Q82041|VP3_ROTHC",3,1,"UP000007664",693
"622","sp|P07566|POLS_RUBVT",3,1,"UP000000571",1063
"623","sp|P13889|POLN_RUBVT",3,5,"UP000000571",2116
"624","tr|Q64HX2|Q64HX2_SVC12",2,1,"UP000000667",2281
"625","tr|Q64HX2|Q64HX2_SVC12",3,26,"UP000000667",2281
"626","sp|P0DTC1|R1A_SARS2",3,4,"UP000464024",4405
"627","sp|P0DTC2|SPIKE_SARS2",3,1,"UP000464024",1273
"628","sp|P0DTD1|R1AB_SARS2",3,6,"UP000464024",7096
"629","sp|P08411|POLN_SFV",3,9,"UP000000570",2432
"630","sp|Q87039|GAG_SFVCP",3,1,"UP000001063",653
"631","sp|Q87043|BET_SFVCP",3,4,"UP000001063",490
"632","sp|P04849|FUS_PIV5",3,2,"UP000007232",529
"633","sp|P03317|POLN_SINDV",2,1,"UP000006710",2513
"634","sp|P03317|POLN_SINDV",3,1,"UP000006710",2513
"635","sp|Q04544|POLG_SOUV3",3,6,"UP000007226",1788
"636","sp|Q04550|VP2_SOUV3",3,2,"UP000007226",211
"637","tr|S4TKK7|S4TKK7_9FLAV",3,1,"UP000171556",3430
"638","sp|Q04538|POLG_POWVL",3,10,"UP000006848",3415
"639","sp|Q9DH21|ORF23_TTVV1",2,2,"UP000001448",286
"640","sp|Q9DH21|ORF23_TTVV1",3,23,"UP000001448",286
"641","sp|Q9DH22|ORF24_TTVV1",2,2,"UP000001448",290
"642","sp|Q9DH22|ORF24_TTVV1",3,23,"UP000001448",290
"643","tr|A0A143Q3J4|A0A143Q3J4_TOSV",3,1,"UP000142444",1339
"644","sp|P07392|RP147_VACCW",3,1,"UP000000344",1287
"645","sp|P11158|RIR2_VACCW",0,3,"UP000000344",319
"646","sp|P11158|RIR2_VACCW",2,3,"UP000000344",319
"647","sp|P11158|RIR2_VACCW",3,5,"UP000000344",319
"648","sp|P12848|RIR1_VACCW",0,1,"UP000000344",771
"649","sp|P12848|RIR1_VACCW",1,3,"UP000000344",771
"650","sp|P12848|RIR1_VACCW",2,2,"UP000000344",771
"651","sp|P12848|RIR1_VACCW",3,1,"UP000000344",771
"652","sp|P14356|M1_VACCW",3,6,"UP000000344",472
"653","sp|P15058|SPI1_VACCW",3,1,"UP000000344",353
"654","sp|P16272|DNLI_VACCW",2,1,"UP000000344",552
"655","sp|P16913|B1_VACCW",3,2,"UP000000344",300
"656","sp|P17356|V018_VACCW",3,1,"UP000000344",60
"657","sp|P17362|C6_VACCW",3,1,"UP000000344",151
"658","sp|P17369|V14_VACCW",3,2,"UP000000344",237
"659","sp|P18380|K5_VACCW",3,1,"UP000000344",134
"660","sp|P24758|A26_VACCW",2,1,"UP000000344",500
"661","sp|P24758|A26_VACCW",3,2,"UP000000344",500
"662","sp|P24759|ATI_VACCW",3,1,"UP000000344",725
"663","sp|P68603|F6_VACCW",3,1,"UP000000344",74
"664","sp|P68707|F14_VACCW",3,3,"UP000000344",73
"665","sp|Q80HV8|A11_VACCW",3,2,"UP000000344",318
"666","sp|P09259|GE_VZVD",3,1,"UP000002602",623
"667","sp|P09260|GH_VZVD",3,1,"UP000002602",841
"668","sp|P09263|TEG5_VZVD",2,8,"UP000002602",819
"669","sp|P09263|TEG5_VZVD",3,207,"UP000002602",819
"670","sp|P09272|VP22_VZVD",3,2,"UP000002602",302
"671","sp|P09278|LTP_VZVD",3,25,"UP000002602",2763
"672","sp|P09282|UL32_VZVD",3,1,"UP000002602",585
"673","sp|P09299|OBP_VZVD",2,1,"UP000002602",835
"674","sp|P09299|OBP_VZVD",3,1,"UP000002602",835
"675","sp|P09302|PORTL_VZVD",3,1,"UP000002602",769
"676","sp|P09310|ICP4_VZVD",3,1,"UP000002602",1310
"677","sp|P09312|US9_VZVD",3,1,"UP000002602",102
"678","sp|P0DOO1|RP147_VAR67",3,1,"UP000002060",1286
"679","sp|P0DOO3|DNLI_VAR67",2,1,"UP000002060",552
"680","sp|P0DOQ7|A11_VAR67",3,2,"UP000002060",319
"681","sp|P0DOT3|SPI1_VAR67",3,1,"UP000002060",372
"682","sp|P0DSS7|RIR2_VAR67",0,3,"UP000002060",319
"683","sp|P0DSS7|RIR2_VAR67",2,3,"UP000002060",319
"684","sp|P0DSS7|RIR2_VAR67",3,5,"UP000002060",319
"685","sp|P0DSV1|RIR1_VAR67",0,1,"UP000002060",771
"686","sp|P0DSV1|RIR1_VAR67",1,3,"UP000002060",771
"687","sp|P0DSV1|RIR1_VAR67",2,2,"UP000002060",771
"688","sp|P0DSV1|RIR1_VAR67",3,1,"UP000002060",771
"689","sp|P0DSW5|PROF_VAR67",3,6,"UP000002060",133
"690","sp|P0DSX3|C6_VAR67",3,1,"UP000002060",156
"691","sp|P0DSX5|MCEL_VAR67",3,1,"UP000002060",844
"692","sp|P33062|H5_VAR67",3,14,"UP000002060",221
"693","sp|P33825|M1_VAR67",3,6,"UP000002060",446
"694","sp|P34011|ATI_VAR67",3,4,"UP000002060",702
"695","sp|Q76R05|P28_VAR67",3,2,"UP000002060",242
"696","sp|Q89489|A26_VAR67",3,2,"UP000002060",498
"697","sp|P36328|POLN_EEVVP",3,1,"UP000171441",2493
"698","tr|Q98756|Q98756_EEVVP",3,1,"UP000171441",1255
"699","tr|Q80B10|Q80B10_WNV",3,5,"UP000136458",3433
"700","tr|A0A068BAR5|A0A068BAR5_WEEV",3,2,"UP000128494",2467
"701","sp|A5HBG1|LT_POVWU",3,1,"UP000118542",648
"702","sp|Q9QB93|NTP1_YMTV5",3,1,"UP000008596",631
"703","tr|Q6TUN1|Q6TUN1_YMTV5",1,1,"UP000008596",236
"704","tr|Q6TUN2|Q6TUN2_YMTV5",3,2,"UP000008596",309
"705","tr|Q6TUN5|Q6TUN5_YMTV5",3,5,"UP000008596",339
"706","tr|Q6TUN7|Q6TUN7_YMTV5",3,1,"UP000008596",1895
"707","tr|Q6TUY5|Q6TUY5_YMTV5",2,1,"UP000008596",369
"708","tr|Q6TUZ2|Q6TUZ2_YMTV5",0,2,"UP000008596",325
"709","tr|Q6TUZ2|Q6TUZ2_YMTV5",3,1,"UP000008596",325
"710","tr|Q6TUZ9|Q6TUZ9_YMTV5",3,3,"UP000008596",637
"711","tr|Q6TV00|Q6TV00_YMTV5",2,1,"UP000008596",346
"712","tr|Q6TV00|Q6TV00_YMTV5",3,6,"UP000008596",346
"713","sp|Q9DHU2|RIR2_YLDV",0,2,"UP000136581",325
"714","sp|Q9DHU2|RIR2_YLDV",3,1,"UP000136581",325
"715","tr|Q9DHG7|Q9DHG7_YLDV",3,1,"UP000136581",473
"716","tr|Q9DHH0|Q9DHH0_YLDV",3,2,"UP000136581",234
"717","tr|Q9DHH1|Q9DHH1_YLDV",3,5,"UP000136581",309
"718","tr|Q9DHL7|Q9DHL7_YLDV",3,3,"UP000136581",168
"719","tr|Q9DHM5|Q9DHM5_YLDV",3,1,"UP000136581",631
"720","tr|Q9DHP5|Q9DHP5_YLDV",3,1,"UP000136581",363
"721","tr|Q9DHT5|Q9DHT5_YLDV",2,1,"UP000136581",370
"722","tr|Q9DHV5|Q9DHV5_YLDV",2,1,"UP000136581",351
"723","tr|Q9DHV5|Q9DHV5_YLDV",3,1,"UP000136581",351
"724","tr|Q9DHW0|Q9DHW0_YLDV",3,1,"UP000136581",338
"725","sp|P03314|POLG_YEFV1",3,7,"UP000000360",3411
"726","sp|Q32ZE1|POLG_ZIKV",3,3,"UP000054557",3419
